# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "lnc_RNA" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_lnc_RNA.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
transcript:AT3G21755.4	3	7666298	7669480	-	3183	0	0	0	0	0	0	0	0
transcript:AT3G21755.2	3	7666298	7669480	-	3183	0	0	0	0	0	0	0	0
transcript:AT3G21755.3	3	7666298	7669480	-	3183	0	0	0	0	0	0	0	0
transcript:AT3G21755.1	3	7666298	7669480	-	3183	0	0	0	0	0	0	0	0
transcript:AT3G21755.5	3	7666392	7668881	-	2490	0	0	0	0	0	0	0	0
transcript:AT3G21781.1	3	7674904	7676519	+	1616	92	111	118	134	773	536	76	64
transcript:AT3G04185.1	3	7685374	7686194	-	821	19	30	54	48	56	64	27	70
transcript:AT3G04205.1	3	7694489	7694767	-	279	0	0	1	3	1	4	0	0
transcript:AT3G04215.1	3	7756124	7756412	-	289	0	0	0	0	0	0	0	0
transcript:AT3G04225.1	3	7760771	7761133	+	363	0	0	0	0	0	0	0	0
transcript:AT3G22072.1	3	7775358	7776209	+	852	90	109	136	144	88	94	77	130
transcript:AT3G22121.1	3	7794956	7796326	+	1371	3858	3995	5572	4921	12617	16056	5671	5462
transcript:AT3G22121.2	3	7795606	7796327	+	722	0	0	0	0	0	0	0	0
transcript:AT3G22121.3	3	7796054	7796314	+	261	0	0	0	0	0	0	0	0
transcript:AT3G04235.1	3	7801002	7801508	+	507	0	0	0	0	0	0	0	0
transcript:AT3G04245.1	3	7819325	7819596	-	272	0	0	0	0	0	0	0	0
transcript:AT3G04255.1	3	7838999	7839251	+	253	434	524	592	710	253	259	464	497
transcript:AT3G04265.1	3	7901643	7901891	+	249	0	0	0	0	0	0	0	0
transcript:AT3G04275.1	3	7968578	7968818	-	241	0	3	3	1	0	0	6	3
transcript:AT3G04285.1	3	8010020	8010417	+	398	39	46	39	32	47	46	61	56
transcript:AT3G04295.1	3	8028214	8028447	-	234	0	0	0	0	0	0	0	0
transcript:AT3G04305.1	3	8066359	8066574	-	216	0	0	0	0	0	0	0	0
transcript:AT3G04315.1	3	8066475	8066756	+	282	0	0	0	0	0	0	0	0
transcript:AT3G04325.1	3	8104127	8104649	-	523	0	0	0	0	0	0	0	0
transcript:AT3G04335.1	3	8133289	8133733	-	445	0	0	0	0	1	0	0	0
transcript:AT3G04345.1	3	8133361	8133634	+	274	0	0	0	0	0	0	0	0
transcript:AT3G04365.1	3	8154990	8155206	-	217	0	0	0	0	0	1	0	0
transcript:AT3G04375.1	3	8184871	8185112	-	242	0	1	0	0	0	0	0	0
transcript:AT3G04385.1	3	8232927	8233189	-	263	0	0	0	0	0	0	0	0
transcript:AT3G04395.1	3	8232927	8233323	+	397	0	0	0	0	0	0	0	0
transcript:AT3G04405.1	3	8270724	8270923	+	200	0	0	0	0	0	0	0	0
transcript:AT3G04415.1	3	8272862	8273270	-	409	0	0	0	0	0	0	0	0
transcript:AT3G04425.1	3	8315002	8315400	-	399	0	0	2	0	0	0	0	0
transcript:AT3G04435.1	3	8316010	8316335	-	326	0	0	0	0	0	0	0	0
transcript:AT3G04455.1	3	8426630	8426923	-	294	0	0	0	0	0	0	0	0
transcript:AT3G04475.1	3	8434558	8434871	-	314	0	0	0	0	0	0	0	0
transcript:AT3G04495.1	3	8434558	8435008	+	451	0	0	0	0	1	0	0	0
transcript:AT3G04505.1	3	8463156	8463539	-	384	0	0	0	0	0	0	0	0
transcript:AT3G04515.1	3	8464229	8464561	+	333	0	0	0	0	0	0	0	0
transcript:AT3G04555.1	3	8477471	8477704	-	234	0	0	0	0	0	0	0	0
transcript:AT3G04565.1	3	8490850	8491373	+	524	0	0	0	0	0	0	0	0
transcript:AT3G04575.1	3	8490884	8491275	-	392	0	0	0	0	0	0	0	0
transcript:AT3G04585.1	3	8511333	8511982	-	650	0	0	0	0	0	0	0	0
transcript:AT3G04595.1	3	8602098	8602302	+	205	0	0	0	0	0	0	0	0
transcript:AT3G04615.1	3	8678704	8679535	-	832	177	201	201	111	95	91	124	172
transcript:AT3G04625.1	3	8718849	8719084	+	236	0	0	0	0	0	0	0	0
transcript:AT3G04635.1	3	8751134	8751580	+	447	16	18	17	24	35	21	15	12
transcript:AT3G04645.1	3	8770519	8770733	-	215	0	0	0	0	0	0	0	0
transcript:AT3G24332.1	3	8830336	8831838	-	1503	0	0	2	0	0	0	0	0
transcript:AT3G04665.1	3	8873589	8873793	-	205	0	0	0	0	0	0	0	0
transcript:AT3G04675.1	3	8895922	8896153	-	232	0	0	0	0	2	0	0	0
transcript:AT3G04695.1	3	8921112	8921364	+	253	65	95	56	72	80	68	64	75
transcript:AT3G24518.1	3	8938260	8942488	-	4229	2	0	0	0	0	1	0	0
transcript:AT3G24518.2	3	8939253	8942873	-	3621	0	0	0	0	0	0	0	0
transcript:AT3G24518.3	3	8939254	8942812	-	3559	0	0	0	0	0	0	0	0
transcript:AT3G24518.4	3	8940776	8942873	-	2098	0	0	0	0	0	0	0	0
transcript:AT3G04705.1	3	8948770	8949511	+	742	2	0	0	0	0	0	0	0
transcript:AT3G04725.1	3	8949315	8949743	-	429	0	0	0	0	0	0	0	0
transcript:AT3G04745.1	3	8957884	8958491	-	608	0	0	0	0	0	0	0	0
transcript:AT3G04755.1	3	8967516	8968400	+	885	27	36	22	30	48	45	35	30
transcript:AT3G04775.1	3	8979070	8979756	-	687	0	2	0	4	9	0	4	0
transcript:AT3G04785.1	3	9006809	9007015	+	207	11	13	22	15	9	12	14	22
transcript:AT3G04795.1	3	9008946	9009167	-	222	0	0	0	0	0	0	0	0
transcript:AT3G04805.1	3	9035903	9036181	-	279	0	0	0	0	0	0	0	0
transcript:AT3G04815.1	3	9048371	9048615	-	245	0	0	6	0	0	0	0	1
transcript:AT3G04825.1	3	9074259	9074496	-	238	31	47	55	50	44	54	58	50
transcript:AT3G04835.1	3	9074930	9075146	+	217	33	47	51	36	45	53	28	52
transcript:AT3G04845.1	3	9102233	9102500	-	268	2	0	0	0	0	2	0	0
transcript:AT3G04875.1	3	9166803	9167007	+	205	0	0	0	0	0	0	0	0
transcript:AT3G04895.1	3	9178996	9179199	-	204	0	0	0	0	0	0	0	0
transcript:AT3G04915.1	3	9282467	9282726	+	260	16	35	16	25	6	7	9	17
transcript:AT3G04925.1	3	9337020	9337270	+	251	0	0	0	0	0	0	0	0
transcript:AT3G04935.1	3	9378644	9379163	-	520	0	0	0	0	0	0	0	0
transcript:AT3G04955.1	3	9378675	9379092	+	418	0	0	0	0	0	0	0	0
transcript:AT3G04965.1	3	9489544	9489812	-	269	37	31	26	30	37	23	23	49
transcript:AT3G04975.1	3	9550560	9551135	+	576	0	2	0	0	6	6	0	0
transcript:AT3G04995.1	3	9557184	9557419	+	236	8	9	5	5	8	6	4	5
transcript:AT3G05005.1	3	9582166	9582481	+	316	0	0	0	0	0	0	0	0
transcript:AT3G05015.1	3	9686013	9686274	-	262	22	28	36	20	44	50	26	27
transcript:AT3G05025.1	3	9707053	9707354	+	302	0	0	0	0	4	0	0	0
transcript:AT3G05045.1	3	9718571	9718883	-	313	0	0	1	0	1	4	0	0
transcript:AT3G05055.1	3	9720253	9720673	+	421	0	0	0	0	0	0	0	0
transcript:AT3G05075.1	3	9803615	9804137	-	523	18	27	18	20	11	12	27	33
transcript:AT3G05085.1	3	9860665	9860974	-	310	0	0	0	0	0	0	0	4
transcript:AT3G05095.1	3	9873779	9874159	+	381	0	0	0	0	0	0	0	0
transcript:AT3G05105.1	3	9874684	9875026	+	343	1	0	6	6	2	0	0	3
transcript:AT3G05125.1	3	9927611	9927889	+	279	0	0	0	0	0	0	0	0
transcript:AT3G05135.1	3	9945880	9946153	+	274	8	5	7	7	5	8	2	7
transcript:AT3G05145.1	3	10025823	10026049	-	227	11	13	29	13	3	8	3	12
transcript:AT3G05175.1	3	10033873	10034109	+	237	0	0	1	0	0	0	0	0
transcript:AT3G05195.1	3	10036216	10036543	-	328	0	0	0	0	0	0	0	0
transcript:AT3G05205.1	3	10037812	10038222	-	411	0	0	0	0	0	0	0	0
transcript:AT3G05225.1	3	10093864	10094398	+	535	0	0	0	0	0	0	0	0
transcript:AT3G05235.1	3	10139232	10139550	-	319	0	0	0	0	0	0	0	0
transcript:AT3G05245.1	3	10171927	10172564	-	638	2	4	2	6	4	2	4	3
transcript:AT3G05265.1	3	10187733	10187965	-	233	0	0	0	0	0	0	0	0
transcript:AT3G05275.1	3	10236808	10237023	+	216	0	0	0	0	0	0	0	0
transcript:AT3G05285.1	3	10284622	10285086	-	465	65	68	98	90	62	59	58	75
transcript:AT3G05295.1	3	10300299	10300913	+	615	0	0	0	0	0	0	0	0
transcript:AT3G05305.1	3	10303886	10304196	+	311	0	0	0	0	0	0	0	0
transcript:AT3G05315.1	3	10306756	10306958	-	203	0	1	0	0	0	0	0	0
transcript:AT3G05375.1	3	10365365	10365605	+	241	0	1	2	0	0	0	0	0
transcript:AT3G27990.1	3	10392571	10398221	-	5651	0	0	0	0	0	0	0	0
transcript:AT3G27990.2	3	10392571	10398221	-	5651	0	0	0	0	0	0	0	0
transcript:AT3G27990.3	3	10392601	10398235	-	5635	0	0	0	0	0	0	0	0
transcript:AT3G27990.4	3	10392675	10398175	-	5501	0	0	0	0	0	0	0	0
transcript:AT3G05385.1	3	10484158	10484378	-	221	0	1	0	0	0	0	0	0
transcript:AT3G05395.1	3	10484191	10484414	+	224	0	0	0	0	0	0	0	0
transcript:AT3G05445.1	3	10491767	10492558	-	792	0	0	8	1	0	0	0	0
transcript:AT3G05455.1	3	10530285	10530498	-	214	0	0	0	0	0	0	0	0
transcript:AT3G05465.1	3	10544597	10545036	-	440	0	0	0	0	0	0	0	0
transcript:AT3G05475.1	3	10558964	10559262	-	299	0	0	0	0	0	0	0	0
transcript:AT3G05485.1	3	10559239	10559565	+	327	0	0	0	0	0	0	0	0
transcript:AT3G05495.1	3	10620030	10620626	+	597	4	8	6	6	10	1	10	3
transcript:AT3G05505.1	3	10683394	10683661	+	268	0	0	0	0	0	0	0	0
transcript:AT3G05535.1	3	10712372	10712750	+	379	0	0	0	0	0	0	0	0
transcript:AT3G05555.1	3	10750713	10750916	+	204	0	0	0	0	0	0	0	0
transcript:AT3G05575.1	3	10894737	10894948	-	212	1	2	6	3	3	4	2	9
transcript:AT3G05585.1	3	10906539	10906806	+	268	0	0	0	0	0	0	2	0
transcript:AT3G05595.1	3	10930193	10930628	+	436	0	0	0	0	2	0	0	0
transcript:AT3G05605.1	3	10951458	10951757	-	300	0	0	0	0	0	0	0	0
transcript:AT3G05635.1	3	10964269	10964716	-	448	1	0	3	0	0	0	0	0
transcript:AT3G05645.1	3	10992533	10992781	+	249	0	0	0	0	0	1	0	0
transcript:AT3G05655.1	3	11035510	11035723	-	214	3	3	10	3	5	1	5	0
transcript:AT3G05665.1	3	11064608	11064828	-	221	0	0	0	0	0	0	0	0
transcript:AT3G05695.1	3	11087994	11088335	+	342	0	0	0	0	0	0	0	0
transcript:AT3G05705.1	3	11107628	11107832	+	205	0	0	0	0	0	0	0	0
transcript:AT3G05735.1	3	11368423	11369053	+	631	0	0	0	0	1	0	0	0
transcript:AT3G05745.1	3	11388892	11389208	-	317	0	0	0	0	0	0	0	0
transcript:AT3G05765.1	3	11392085	11392495	+	411	0	0	0	0	0	0	0	0
transcript:AT3G05785.1	3	11413616	11414109	+	494	0	0	0	0	0	0	0	0
transcript:AT3G05795.1	3	11414933	11415215	-	283	0	0	0	0	0	0	0	0
transcript:AT3G05805.1	3	11438808	11439051	+	244	0	0	0	0	0	0	0	0
transcript:AT3G05815.1	3	11450096	11450334	-	239	0	0	0	0	0	0	0	0
transcript:AT3G05825.1	3	11450871	11451168	-	298	0	0	0	0	0	0	0	0
transcript:AT3G05845.1	3	11470491	11470833	+	343	10	0	2	4	2	6	0	0
transcript:AT3G05855.1	3	11471207	11471540	+	334	0	0	0	0	0	0	2	0
transcript:AT3G05885.1	3	11480458	11481114	+	657	0	0	0	0	0	0	0	0
transcript:AT3G05895.1	3	11483804	11484558	-	755	0	2	0	0	0	0	0	0
transcript:AT3G05915.1	3	11486819	11487023	+	205	0	0	0	0	0	0	0	0
transcript:AT3G05925.1	3	11487212	11487529	-	318	0	0	0	0	0	0	0	0
transcript:AT3G29644.1	3	11498879	11501419	-	2541	0	0	0	0	0	0	0	0
transcript:AT3G29644.4	3	11498879	11501419	-	2541	0	0	0	0	0	0	0	0
transcript:AT3G29644.3	3	11498879	11501419	-	2541	0	0	0	0	0	0	0	0
transcript:AT3G29644.2	3	11498879	11501419	-	2541	0	0	0	0	0	0	0	0
transcript:AT3G29644.5	3	11500608	11501424	-	817	0	0	0	0	0	0	0	0
transcript:AT3G05945.1	3	11510090	11510510	-	421	164	226	37	32	171	217	233	269
transcript:AT3G05955.1	3	11586005	11586548	-	544	0	1	0	0	2	5	3	1
transcript:AT3G05965.1	3	11731603	11731912	+	310	0	0	0	0	0	0	0	0
transcript:AT3G05995.1	3	11756985	11757424	+	440	3	0	0	3	0	3	0	5
transcript:AT3G06015.1	3	11774736	11775003	+	268	0	0	0	0	0	0	0	0
transcript:AT3G06025.1	3	11897701	11898094	-	394	0	0	0	0	0	0	4	2
transcript:AT3G06045.1	3	11924935	11925250	-	316	0	1	2	0	0	0	2	2
transcript:AT3G06055.1	3	12242269	12242475	-	207	0	0	0	0	0	0	0	0
transcript:AT3G06065.1	3	12332271	12332814	+	544	0	0	0	0	0	0	0	0
transcript:AT3G06075.1	3	12370753	12371052	+	300	0	0	0	0	0	0	0	0
transcript:AT3G06095.1	3	12458778	12459124	-	347	3	0	1	2	0	4	0	1
transcript:AT3G06115.1	3	12560682	12561487	+	806	0	0	0	0	0	0	0	0
transcript:AT3G06135.1	3	12573048	12573307	-	260	0	0	0	0	1	0	0	0
transcript:AT3G06155.1	3	12574173	12574415	-	243	0	0	0	0	0	0	0	0
transcript:AT3G06165.1	3	12632451	12632682	+	232	0	0	0	0	0	0	0	0
transcript:AT3G06185.1	3	12642864	12643135	+	272	0	0	0	2	0	0	0	0
transcript:AT3G06205.1	3	12881047	12881493	-	447	0	0	0	0	0	0	0	0
transcript:AT3G06215.1	3	12904265	12904617	-	353	0	0	0	0	0	0	0	0
transcript:AT3G06225.1	3	12969203	12969508	-	306	0	0	0	0	0	0	0	0
transcript:AT3G06235.1	3	12969234	12969684	+	451	0	0	0	0	0	0	0	0
transcript:AT3G06245.1	3	12970808	12971017	+	210	0	1	1	0	0	0	0	0
transcript:AT3G06255.1	3	13043532	13043809	+	278	0	0	0	0	0	0	0	0
transcript:AT3G06265.1	3	13068638	13069046	+	409	0	0	0	0	0	0	0	0
transcript:AT3G06275.1	3	13068779	13069046	-	268	0	0	0	0	0	0	0	0
transcript:AT3G06285.1	3	13313727	13313982	-	256	0	1	0	0	0	0	0	0
transcript:AT3G06295.1	3	13482488	13482753	+	266	0	0	0	0	0	0	0	0
transcript:AT3G06315.1	3	13898251	13898637	-	387	0	0	0	0	0	0	0	0
transcript:AT3G06325.1	3	14196558	14196865	+	308	28	14	35	31	46	21	27	13
transcript:AT3G06355.1	3	14199575	14200076	+	502	2161	1886	2793	2083	2276	2016	2523	2619
transcript:AT3G06375.1	3	14329592	14329842	+	251	0	0	0	0	0	0	0	0
transcript:AT3G06385.1	3	14539507	14539777	+	271	0	0	0	0	0	0	0	0
transcript:AT3G06395.1	3	14656219	14656528	-	310	0	0	1	1	0	0	0	0
transcript:AT3G06405.1	3	14670455	14670951	-	497	0	0	0	0	0	0	0	0
transcript:AT3G06415.1	3	14670574	14670951	+	378	0	0	0	0	0	0	0	0
transcript:AT3G06425.1	3	14723982	14724237	-	256	6	8	8	7	9	12	6	9
transcript:AT3G06465.1	3	14791174	14791781	+	608	0	0	0	2	0	0	0	0
transcript:AT3G06475.1	3	14891548	14891986	+	439	0	0	0	0	0	0	0	0
transcript:AT3G06485.1	3	14953437	14953779	-	343	0	0	0	0	0	0	0	0
transcript:AT3G06495.1	3	15078987	15079636	+	650	4	2	0	2	11	1	2	4
transcript:AT3G06515.1	3	15080305	15080687	-	383	0	0	0	0	0	0	0	0
transcript:AT3G06525.1	3	15080447	15080656	+	210	0	0	0	0	0	0	0	0
transcript:AT3G06535.1	3	15170198	15170555	+	358	0	0	0	0	0	0	0	0
transcript:AT3G06555.1	3	15170449	15170666	-	218	0	0	0	0	0	0	0	0
transcript:AT3G06565.1	3	15228062	15228682	+	621	0	0	0	0	0	0	0	0
transcript:AT3G06575.1	3	15232194	15232689	+	496	0	0	0	0	1	3	2	0
transcript:AT3G06585.1	3	15291751	15292340	-	590	0	0	0	0	0	0	0	0
transcript:AT3G06605.1	3	15338216	15338655	-	440	0	0	0	0	0	0	0	0
transcript:AT3G06615.1	3	15357217	15357805	+	589	0	0	1	0	0	0	0	0
transcript:AT3G06625.1	3	15366310	15366768	+	459	0	0	0	0	0	0	0	0
transcript:AT3G06635.1	3	15410702	15411245	+	544	0	0	0	0	0	0	0	0
transcript:AT3G06645.1	3	15570847	15571126	-	280	0	0	0	0	1	0	0	0
transcript:AT3G06655.1	3	15612537	15612836	-	300	0	0	0	0	0	0	0	0
transcript:AT3G06675.1	3	15680338	15680823	+	486	0	0	0	0	0	3	0	0
transcript:AT3G06685.1	3	15701084	15701493	-	410	2	0	1	0	0	0	0	0
transcript:AT3G06695.1	3	15750222	15750588	+	367	0	0	0	0	0	0	0	0
transcript:AT3G06715.1	3	15829492	15829741	+	250	0	0	0	0	0	0	0	0
transcript:AT3G06725.1	3	15837740	15837951	+	212	0	0	0	0	0	0	0	0
transcript:AT3G06735.1	3	15846761	15847073	+	313	0	0	0	0	0	0	0	0
transcript:AT3G06745.1	3	15871926	15872128	-	203	0	0	0	1	0	0	0	0
transcript:AT3G06755.1	3	15971855	15972088	-	234	4	2	6	10	14	22	12	10
transcript:AT3G06765.1	3	15980269	15980549	-	281	0	0	0	0	0	1	0	0
transcript:AT3G06775.1	3	16020999	16021348	-	350	0	0	0	0	0	0	0	0
transcript:AT3G06785.1	3	16029165	16029586	+	422	0	0	0	0	0	0	0	0
transcript:AT3G06795.1	3	16038263	16038510	-	248	0	0	0	0	0	0	0	0
transcript:AT3G06805.1	3	16050125	16050369	-	245	0	2	1	0	0	0	2	1
transcript:AT3G06815.1	3	16057005	16057287	-	283	4	1	2	1	1	1	2	0
transcript:AT3G06835.1	3	16071671	16072151	-	481	0	0	0	0	0	0	0	0
transcript:AT3G06845.1	3	16123414	16123623	-	210	0	0	0	0	0	0	0	0
transcript:AT3G06855.1	3	16128294	16128724	-	431	0	0	0	0	0	0	0	0
transcript:AT3G06905.1	3	16304774	16305048	+	275	0	0	0	0	0	0	0	0
transcript:AT3G06915.1	3	16306491	16306730	+	240	0	0	0	0	0	0	0	0
transcript:AT3G06925.1	3	16309357	16309708	-	352	0	0	1	1	0	0	0	0
transcript:AT3G06935.1	3	16360122	16360406	+	285	0	0	0	0	0	0	0	0
transcript:AT3G06955.1	3	16498192	16498394	-	203	0	0	0	0	6	1	20	3
transcript:AT3G06975.1	3	16518067	16518459	+	393	0	0	0	0	0	0	0	0
transcript:AT3G07045.1	3	16523877	16524348	-	472	6	2	6	4	10	6	0	2
transcript:AT3G07075.1	3	16555196	16555441	-	246	0	0	0	0	0	0	0	0
transcript:AT3G07085.1	3	16583324	16583530	-	207	0	0	0	0	0	0	0	0
transcript:AT3G07105.1	3	16620244	16620537	-	294	17	10	14	9	51	25	25	17
transcript:AT3G07125.1	3	16659990	16660253	+	264	4	8	7	2	4	6	9	4
transcript:AT3G07135.1	3	16675081	16675465	-	385	0	0	0	0	0	0	0	0
transcript:AT3G07155.1	3	16715531	16715831	-	301	0	0	0	0	1	0	2	0
transcript:AT3G07165.1	3	16724175	16724668	+	494	0	0	0	0	0	0	0	0
transcript:AT3G07175.1	3	16732765	16733069	-	305	1	7	9	6	5	6	3	3
transcript:AT3G07205.1	3	16734296	16735364	+	1069	38	41	36	50	58	52	34	43
transcript:AT3G07225.1	3	16766544	16766761	+	218	0	0	0	0	0	0	0	0
transcript:AT3G07235.1	3	16766738	16767123	-	386	0	0	0	0	0	0	0	0
transcript:AT3G07245.1	3	16781952	16782201	-	250	0	0	0	0	0	0	0	0
transcript:AT3G07275.1	3	16828645	16828883	-	239	0	0	0	0	0	0	0	0
transcript:AT3G07295.1	3	16862372	16862684	+	313	0	0	0	0	0	0	0	0
transcript:AT3G07305.1	3	16868259	16868467	-	209	0	2	0	2	2	1	1	9
transcript:AT3G07315.1	3	16897762	16898010	+	249	781	910	907	1254	667	753	824	943
transcript:AT3G07325.1	3	16944774	16945082	+	309	0	0	0	0	3	0	0	0
transcript:AT3G07335.1	3	16971360	16971633	-	274	0	0	0	0	0	0	0	0
transcript:AT3G07345.1	3	16972690	16972996	-	307	0	0	0	0	0	0	1	0
transcript:AT3G07355.1	3	16979325	16979548	-	224	8	11	16	11	16	12	7	8
transcript:AT3G07365.1	3	16984335	16984787	+	453	18	23	1	2	9	8	56	4
transcript:AT3G07375.1	3	17015160	17015628	-	469	231	205	227	253	255	205	235	214
transcript:AT3G07385.1	3	17016006	17017628	+	1623	2	2	6	8	8	6	2	2
transcript:AT3G07395.1	3	17019046	17019257	+	212	0	0	2	0	1	0	0	0
transcript:AT3G07405.1	3	17025658	17026309	-	652	0	0	0	0	0	0	0	0
transcript:AT3G07415.1	3	17025731	17026010	+	280	0	0	0	0	0	0	0	0
transcript:AT3G07435.1	3	17135916	17136130	+	215	2	1	2	0	1	0	0	0
transcript:AT3G07465.1	3	17167260	17167523	+	264	0	0	4	4	5	12	4	2
transcript:AT3G07475.1	3	17169689	17170033	-	345	0	1	0	0	0	1	0	0
transcript:AT3G07495.1	3	17172472	17172715	-	244	0	0	0	0	0	0	0	0
transcript:AT3G07505.1	3	17177361	17178010	+	650	0	0	2	0	2	0	0	1
transcript:AT3G46658.2	3	17188839	17191349	+	2511	0	0	0	0	0	0	0	0
transcript:AT3G46658.1	3	17188839	17191349	+	2511	0	0	0	0	0	0	0	0
transcript:AT3G46668.1	3	17191668	17194444	+	2777	635	771	846	980	869	842	604	407
transcript:AT3G07545.1	3	17249717	17250035	+	319	0	0	0	0	0	0	0	0
transcript:AT3G07555.1	3	17254700	17255262	+	563	244	287	316	227	290	312	315	337
transcript:AT3G07585.1	3	17261239	17261507	+	269	0	0	0	0	0	0	0	0
transcript:AT3G07605.1	3	17289398	17289611	-	214	0	12	18	11	8	11	14	17
transcript:AT3G07615.1	3	17312637	17313543	-	907	74	78	102	78	86	64	81	76
transcript:AT3G07625.1	3	17315766	17316094	+	329	16	16	21	19	24	6	19	29
transcript:AT3G07645.1	3	17371468	17371771	-	304	0	0	0	0	0	0	0	0
transcript:AT3G07655.1	3	17384258	17384754	-	497	0	0	0	1	0	0	0	0
transcript:AT3G07665.1	3	17384293	17384713	+	421	0	0	0	0	0	0	0	0
transcript:AT3G07675.1	3	17398671	17398972	+	302	33	34	42	23	69	74	20	30
transcript:AT3G07705.1	3	17427973	17428237	-	265	74	64	65	99	39	38	75	62
transcript:AT3G07745.1	3	17459901	17460143	-	243	0	0	0	0	0	0	0	0
transcript:AT3G07765.1	3	17495615	17495864	+	250	0	0	0	0	1	0	0	0
transcript:AT3G07775.1	3	17520412	17521027	-	616	1	0	2	0	0	0	0	0
transcript:AT3G07785.1	3	17532746	17534933	-	2188	63	49	56	74	8	6	33	56
transcript:AT3G07795.1	3	17575071	17575290	+	220	113	166	125	138	195	197	168	194
transcript:AT3G07805.1	3	17594357	17594559	+	203	105	177	152	143	108	106	120	119
transcript:AT3G07805.2	3	17598235	17598436	+	202	8	21	10	4	4	4	8	7
transcript:AT3G07815.1	3	17600428	17600632	-	205	0	0	0	0	0	0	0	0
transcript:AT3G07825.1	3	17638210	17638908	+	699	51	85	106	90	127	145	63	71
transcript:AT3G07835.1	3	17698204	17698527	+	324	369	572	519	630	437	419	409	260
transcript:AT3G07845.1	3	17702723	17702995	+	273	0	0	0	0	0	0	0	0
transcript:AT3G07855.1	3	17728322	17728878	+	557	0	0	0	0	0	0	0	0
transcript:AT3G07865.1	3	17761791	17762033	-	243	0	0	0	0	0	0	0	0
transcript:AT3G07875.1	3	17798981	17800373	-	1393	52	59	70	102	67	58	61	54
transcript:AT3G07885.1	3	17831288	17831779	+	492	74	101	71	82	94	60	71	94
transcript:AT3G07895.1	3	17839020	17839345	+	326	1	0	0	0	0	0	0	0
transcript:AT3G07905.1	3	17844189	17844468	+	280	0	0	0	0	0	0	0	0
transcript:AT3G07915.1	3	17863335	17863612	+	278	0	0	0	0	0	0	2	0
transcript:AT3G07925.1	3	17891635	17892264	-	630	104	158	161	217	372	336	111	89
transcript:AT3G07935.1	3	17904077	17904358	+	282	0	0	1	2	0	0	0	0
transcript:AT3G07945.1	3	17911598	17911877	+	280	0	0	0	0	0	0	0	0
transcript:AT3G07955.1	3	17959814	17960123	+	310	0	0	0	0	0	0	0	0
transcript:AT3G07965.1	3	17960100	17960625	-	526	0	0	0	0	0	0	0	0
transcript:AT3G07975.1	3	17966009	17966281	-	273	0	0	0	0	0	0	0	0
transcript:AT3G07985.1	3	17977860	17978098	+	239	0	0	0	0	0	0	0	0
transcript:AT3G07995.1	3	18087216	18087707	+	492	2	0	0	0	0	0	1	0
transcript:AT3G08005.1	3	18087424	18087739	-	316	0	0	0	0	0	0	0	0
transcript:AT3G08025.1	3	18176380	18176605	+	226	0	0	0	0	0	0	0	0
transcript:AT3G08035.1	3	18176508	18176753	-	246	0	0	0	0	0	0	0	0
transcript:AT3G08045.1	3	18230891	18231181	-	291	8	13	13	9	18	12	8	12
transcript:AT3G08050.1	3	18278012	18278256	-	245	0	0	0	0	0	0	0	0
transcript:AT3G08055.1	3	18278012	18278400	+	389	0	0	0	0	0	0	0	0
transcript:AT3G08065.1	3	18369342	18369932	-	591	44	31	70	48	53	65	46	54
transcript:AT3G49668.1	3	18417729	18417928	-	200	44	65	89	89	49	46	66	83
