Geneid	WT_AGO1-1	WT_AGO1-2	ago1-1	ago1-2
gene:AT3G14670	6	2	2	0
gene:AT3G14680	270	339	288	260
gene:AT3G14690	2188	2333	2606	2438
gene:AT3G14700	32	19	57	52
gene:AT3G14710	5	7	2	2
gene:AT3G14720	413	525	642	564
gene:AT3G14730	66	56	68	54
gene:AT3G14740	61	77	96	132
gene:AT3G14750	151	110	95	142
gene:AT3G14760	16	30	3	11
gene:AT3G14770	183	180	75	78
gene:AT3G14780	52	38	73	83
gene:AT3G14790	565	654	792	795
gene:AT3G14810	272	327	76	119
gene:AT3G14820	0	2	0	1
gene:AT3G14830	487	568	555	555
gene:AT3G14840	1586	2207	3385	3004
gene:AT3G14850	45	61	41	29
gene:AT3G14860	446	493	601	576
gene:AT3G14870	193	306	398	365
gene:AT3G14880	6	0	9	8
gene:AT3G14890	181	211	305	263
gene:AT3G14900	275	345	180	182
gene:AT3G14910	96	176	155	122
gene:AT3G14920	482	477	865	718
gene:AT3G14930	1801	1992	1263	1639
gene:AT3G14940	1932	2649	1528	1309
gene:AT3G14950	0	2	0	2
gene:AT3G14960	224	256	286	313
gene:AT3G14970	2	0	0	0
gene:AT3G14980	456	569	427	437
gene:AT3G14981	0	0	0	0
gene:AT3G14990	7174	8564	13001	10648
gene:AT3G15000	2092	2408	2442	2682
gene:AT3G15010	839	971	893	761
gene:AT3G15020	370	414	653	647
gene:AT3G15030	688	863	789	908
gene:AT3G15040	236	287	223	235
gene:AT3G15050	4	13	14	6
gene:AT3G15060	285	332	220	173
gene:AT3G15070	340	432	357	296
gene:AT3G15080	132	212	156	173
gene:AT3G15090	261	309	405	432
gene:AT3G15095	1548	1597	772	770
gene:AT3G15110	814	1020	642	722
gene:AT3G15111	0	0	0	0
gene:AT3G15115	96	142	51	68
gene:AT3G15120	601	737	785	738
gene:AT3G15130	67	72	44	32
gene:AT3G15140	143	121	187	185
gene:AT3G15150	68	64	70	79
gene:AT3G15160	370	451	483	516
gene:AT3G15170	11	13	37	38
gene:AT3G15180	249	343	447	324
gene:AT3G15190	2775	3286	1837	2239
gene:AT3G15200	30	35	24	28
gene:AT3G15210	584	832	452	421
gene:AT3G15220	277	327	363	298
gene:AT3G15240	135	115	139	138
gene:AT3G15250	10	22	8	4
gene:AT3G15251	0	0	0	0
gene:AT3G15260	378	380	677	722
gene:AT3G15270	0	0	0	0
gene:AT3G15280	6	8	1	2
gene:AT3G15290	343	325	411	413
gene:AT3G15300	67	124	180	230
gene:AT3G15340	14	46	194	146
gene:AT3G15350	197	257	568	543
gene:AT3G15354	585	760	671	708
gene:AT3G15359	0	0	0	0
gene:AT3G15356	641	1024	1698	1576
gene:AT3G15351	119	154	103	93
gene:AT3G15358	81	101	50	20
gene:AT3G15352	89	112	251	173
gene:AT3G15353	9862	9905	4674	4991
gene:AT3G15355	293	379	595	524
gene:AT3G15357	65	58	59	90
gene:AT3G15360	4478	4969	3646	4825
gene:AT3G15370	0	2	15	9
gene:AT3G15380	410	560	601	566
gene:AT3G15390	84	91	220	207
gene:AT3G15395	123	112	176	219
gene:AT3G15400	53	83	35	21
gene:AT3G15410	519	579	680	722
gene:AT3G15420	40	35	46	56
gene:AT3G15430	537	551	729	728
gene:AT3G15440	23	28	2	6
gene:AT3G15450	26097	27251	4197	3088
gene:AT3G15460	114	136	132	181
gene:AT3G15470	395	549	617	549
gene:AT3G15480	545	569	472	468
gene:AT3G15490	0	0	0	0
gene:AT3G15500	886	1083	154	49
gene:AT3G15510	134	216	318	247
gene:AT3G15518	17	25	221	176
gene:AT3G15520	650	882	263	475
gene:AT3G15530	618	681	751	600
gene:AT3G15534	0	0	32	20
gene:AT3G15540	62	56	18	27
gene:AT3G15548	0	0	0	0
gene:AT3G15550	179	191	179	165
gene:AT3G15570	717	698	177	283
gene:AT3G15580	281	339	363	350
gene:AT3G15578	0	0	0	0
gene:AT3G15590	616	756	929	922
gene:AT3G15605	5	12	2	0
gene:AT3G15604	0	0	0	0
gene:AT3G15610	557	635	777	734
gene:AT3G15620	265	283	175	213
gene:AT3G15630	2933	2889	1556	1286
gene:AT3G15635	0	0	0	0
gene:AT3G15640	558	704	1194	1145
gene:AT3G15650	21	47	99	52
gene:AT3G15660	542	747	926	966
gene:AT3G15670	2	2	36	10
gene:AT3G15680	108	126	151	149
gene:AT3G15690	728	852	654	775
gene:AT3G15700	10	9	6	0
gene:AT3G15710	317	426	685	670
gene:AT3G15720	29	55	235	183
gene:AT3G15730	7708	8527	14367	12621
gene:AT3G15740	4	11	0	4
gene:AT3G15750	45	41	46	44
gene:AT3G15760	67	97	148	128
gene:AT3G15770	218	229	304	229
gene:AT3G15780	212	205	65	93
gene:AT3G15790	383	494	520	518
gene:AT3G15800	44	37	39	27
gene:AT3G15810	580	658	889	904
gene:AT3G15820	383	426	580	692
gene:AT3G15830	4	6	0	6
gene:AT3G15840	4444	5563	4571	5412
gene:AT3G15850	1718	2129	1379	1702
gene:AT3G15860	0	0	0	0
gene:AT3G15870	13	8	0	0
gene:AT3G15880	1257	1471	1545	1527
gene:AT3G15890	89	111	143	94
gene:AT3G15900	375	318	192	230
gene:AT3G15909	0	0	0	0
gene:AT3G15910	0	0	0	0
gene:AT3G15920	450	500	732	706
gene:AT3G15930	0	0	0	0
gene:AT3G15940	423	540	1003	954
gene:AT3G15950	3421	4548	3763	3386
gene:AT3G15960	0	0	2	2
gene:AT3G15970	437	476	566	576
gene:AT3G15980	938	1179	2307	2045
gene:AT3G15990	58	62	427	240
gene:AT3G16000	1454	1752	1811	1891
gene:AT3G16010	164	146	90	116
gene:AT3G16020	8	8	2	8
gene:AT3G16030	162	187	703	563
gene:AT3G16040	2	1	0	2
gene:AT3G16050	227	259	357	353
gene:AT3G16060	823	871	1373	1372
gene:AT3G16070	18	10	44	20
gene:AT3G16080	1058	1192	1445	1505
gene:AT3G16090	255	252	297	328
gene:AT3G16100	271	288	255	262
gene:AT3G16110	400	459	505	507
gene:AT3G16117	0	0	0	0
gene:AT3G16120	20	14	0	0
gene:AT3G16130	0	0	0	0
gene:AT3G16140	3663	4322	2310	2962
gene:AT3G16150	32	14	52	56
gene:AT3G16160	0	0	1	4
gene:AT3G16170	199	230	393	362
gene:AT3G16175	12	17	8	15
gene:AT3G16180	302	323	475	394
gene:AT3G16190	478	578	918	967
gene:AT3G16200	284	316	348	315
gene:AT3G16210	2	4	2	8
gene:AT3G16220	336	426	333	389
gene:AT3G16230	330	383	686	752
gene:AT3G16240	5529	6798	935	1113
gene:AT3G16250	1081	1341	703	1043
gene:AT3G16260	432	656	552	495
gene:AT3G16270	826	1090	1289	1269
gene:AT3G16280	20	40	39	52
gene:AT3G16290	1163	1139	1660	1729
gene:AT3G16300	8	2	12	13
gene:AT3G16310	398	552	766	690
gene:AT3G16320	41	38	50	52
gene:AT3G16330	12	4	177	102
gene:AT3G16340	575	728	1442	1185
gene:AT3G16350	158	189	261	256
gene:AT3G16360	96	103	0	0
gene:AT3G16370	3012	3564	738	979
gene:AT3G16380	4	16	26	14
gene:AT3G16390	31	26	17	22
gene:AT3G16400	5945	7025	4610	4545
gene:AT3G16410	1259	1361	1096	1149
gene:AT3G16420	6398	8398	8028	8402
gene:AT3G16430	648	881	548	616
gene:AT3G16432	0	0	0	0
gene:AT3G16440	163	188	70	98
gene:AT3G16450	3092	3909	2344	2271
gene:AT3G16460	6137	8227	5238	4973
gene:AT3G16470	2391	2548	2527	2163
gene:AT3G16480	566	628	819	947
gene:AT3G16490	31	34	45	38
gene:AT3G16500	584	617	1388	1139
gene:AT3G16510	118	134	153	154
gene:AT3G16520	1757	1851	3056	3301
gene:AT3G16525	0	0	0	0
gene:AT3G16530	106	201	865	751
gene:AT3G16540	0	0	2	0
gene:AT3G16550	0	0	0	0
gene:AT3G16555	0	0	2	0
gene:AT3G16560	427	597	782	1025
gene:AT3G16565	130	142	473	497
gene:AT3G16570	717	852	619	719
gene:AT3G16580	0	0	0	0
gene:AT3G16590	0	0	0	0
gene:AT3G16600	0	2	2	0
gene:AT3G16610	22	43	42	42
gene:AT3G16620	267	346	345	333
gene:AT3G16630	1024	1317	1727	1598
gene:AT3G16640	22315	23683	24957	26675
gene:AT3G16650	43	62	68	48
gene:AT3G16660	347	388	1630	1591
gene:AT3G16670	35	32	408	274
gene:AT3G16680	0	0	0	0
gene:AT3G16690	189	242	35	45
gene:AT3G16700	64	38	126	115
gene:AT3G16710	67	53	63	60
gene:AT3G16712	7	9	10	6
gene:AT3G16720	766	847	773	723
gene:AT3G16730	93	170	189	133
gene:AT3G16740	478	564	417	424
gene:AT3G16750	101	142	64	47
gene:AT3G16760	513	614	895	900
gene:AT3G16770	1310	1354	4363	3933
gene:AT3G16780	738	912	1276	1349
gene:AT3G16785	460	686	1015	843
gene:AT3G16800	120	157	37	29
gene:AT3G16810	437	475	411	475
gene:AT3G16820	0	0	0	0
gene:AT3G16830	1259	1447	1482	1167
gene:AT3G16840	699	783	924	903
gene:AT3G16850	694	871	620	737
gene:AT3G16857	1313	1329	1111	1154
gene:AT3G16860	208	229	162	101
gene:AT3G16870	140	164	179	161
gene:AT3G16880	0	0	2	0
gene:AT3G16890	84	88	118	77
gene:AT3G16895	0	0	0	0
gene:AT3G16900	5	2	3	2
gene:AT3G16910	1422	1665	1665	1571
gene:AT3G16920	146	166	75	102
gene:AT3G16930	0	0	0	0
gene:AT3G16940	788	1010	1274	1152
gene:AT3G16950	776	748	635	670
gene:AT3G16960	0	0	0	0
gene:AT3G16970	0	0	0	0
gene:AT3G16980	3	1	5	3
gene:AT3G16990	59	111	369	306
gene:AT3G17000	520	589	870	814
gene:AT3G17010	0	2	0	0
gene:AT3G17020	2300	2607	3661	3271
gene:AT3G17030	93	103	103	75
gene:AT3G17040	583	719	447	448
gene:AT3G17060	0	4	2	10
gene:AT3G17070	98	144	115	132
gene:AT3G17080	0	2	2	1
gene:AT3G17090	892	1019	1111	970
gene:AT3G17100	941	950	642	627
gene:AT3G17120	244	320	213	257
gene:AT3G17130	19	12	18	26
gene:AT3G17140	0	0	0	0
gene:AT3G17150	0	0	0	2
gene:AT3G17152	0	0	2	0
gene:AT3G17155	0	0	0	0
gene:AT3G17160	457	485	516	495
gene:AT3G17170	817	979	675	815
gene:AT3G17180	2	2	4	7
gene:AT3G17190	0	0	3	3
gene:AT3G17205	785	1149	1358	1219
gene:AT3G17210	836	941	1134	1312
gene:AT3G17220	14	4	11	3
gene:AT3G17225	18	8	22	22
gene:AT3G17227	0	0	8	0
gene:AT3G17230	0	0	0	0
gene:AT3G17240	1612	2033	4249	3822
gene:AT3G17250	119	141	231	195
gene:AT3G17261	0	0	0	0
gene:AT3G17265	0	0	0	0
gene:AT3G17270	0	0	1	0
gene:AT3G17280	23	23	45	54
gene:AT3G17300	131	155	227	246
gene:AT3G17310	437	458	480	485
gene:AT3G17320	1	8	2	0
gene:AT3G17330	346	347	149	198
gene:AT3G17340	285	347	718	560
gene:AT3G17350	80	108	95	84
gene:AT3G17360	161	186	329	206
gene:AT3G17365	93	115	181	133
gene:AT3G17370	0	0	0	0
gene:AT3G17380	42	52	49	28
gene:AT3G17390	7690	9617	11720	12331
gene:AT3G17400	0	0	0	0
gene:AT3G17410	881	1083	1487	1382
gene:AT3G17420	249	309	567	418
gene:AT3G17430	318	419	524	434
gene:AT3G17440	667	858	561	497
gene:AT3G17450	449	429	362	400
gene:AT3G17460	45	72	26	36
gene:AT3G17465	604	679	738	720
gene:AT3G17470	656	811	503	497
gene:AT3G17480	0	0	0	0
gene:AT3G17490	0	0	0	0
gene:AT3G17500	0	0	0	0
gene:AT3G17510	863	1046	525	469
gene:AT3G17520	2	2	58	12
gene:AT3G17530	0	0	0	0
gene:AT3G17540	0	0	0	0
gene:AT3G17550	0	0	0	0
gene:AT3G17560	0	0	0	0
gene:AT3G17570	0	0	0	0
gene:AT3G17580	20	20	6	28
gene:AT3G17590	188	178	278	231
gene:AT3G17600	2	1	6	4
gene:AT3G17609	72	146	204	186
gene:AT3G17611	111	144	148	187
gene:AT3G17620	0	0	0	0
gene:AT3G17626	56	38	41	41
gene:AT3G17630	38	52	72	58
gene:AT3G17640	212	272	76	80
gene:AT3G17650	746	867	616	565
gene:AT3G17655	0	0	0	0
gene:AT3G17660	87	93	18	34
gene:AT3G17668	72	106	52	77
gene:AT3G17670	156	179	125	133
gene:AT3G17675	0	2	4	0
gene:AT3G17680	89	108	94	91
gene:AT3G17690	29	31	61	46
gene:AT3G17700	211	299	608	546
gene:AT3G17710	91	101	102	76
gene:AT3G17712	166	209	120	87
gene:AT3G17717	45	34	19	30
gene:AT3G17720	0	2	0	2
gene:AT3G17730	30	17	46	41
gene:AT3G17740	330	439	339	269
gene:AT3G17750	729	788	765	623
gene:AT3G17760	0	0	0	0
gene:AT3G17765	0	0	0	0
gene:AT3G17770	706	975	441	404
gene:AT3G17780	188	241	476	503
gene:AT3G17790	969	1138	15574	12769
gene:AT3G17800	806	803	698	726
gene:AT3G17810	912	1052	2387	1980
gene:AT3G17820	936	906	2745	2291
gene:AT3G17830	124	138	91	85
gene:AT3G17840	528	635	563	629
gene:AT3G17850	1418	1710	1641	1324
gene:AT3G17860	671	783	427	398
gene:AT3G17880	388	427	632	556
gene:AT3G17890	67	63	60	69
gene:AT3G17900	669	808	1025	954
gene:AT3G17910	118	199	280	219
gene:AT3G17920	411	410	317	217
gene:AT3G17930	1237	1517	1501	1545
gene:AT3G17940	590	625	1293	1421
gene:AT3G17950	191	148	143	99
gene:AT3G17970	556	687	654	760
gene:AT3G17980	4	12	0	2
gene:AT3G18000	615	664	3163	3334
gene:AT3G18010	30	57	56	76
gene:AT3G18020	97	94	90	91
gene:AT3G18030	202	257	266	215
gene:AT3G18035	2147	2470	1679	1712
gene:AT3G18040	519	690	610	523
gene:AT3G18050	1415	1667	706	920
gene:AT3G18060	1477	1642	2360	2289
gene:AT3G18070	61	72	632	745
gene:AT3G18080	2933	3429	53131	54104
gene:AT3G18090	164	223	278	340
gene:AT3G18100	72	181	158	143
gene:AT3G18110	839	840	597	692
gene:AT3G18120	0	0	0	0
gene:AT3G18130	898	1171	1660	1733
gene:AT3G18140	657	850	1006	866
gene:AT3G18150	0	0	0	0
gene:AT3G18160	258	275	169	201
gene:AT3G18165	516	627	645	684
gene:AT3G18170	79	168	65	78
gene:AT3G18180	0	2	0	0
gene:AT3G18190	1658	1749	1984	1781
gene:AT3G18200	81	102	5	11
gene:AT3G18210	395	486	415	482
gene:AT3G18215	403	490	415	451
gene:AT3G18220	0	0	0	0
gene:AT3G18230	617	644	814	791
gene:AT3G18235	2	0	2	6
gene:AT3G18240	231	302	373	381
gene:AT3G18250	1	2	971	781
gene:AT3G18260	28	35	61	58
gene:AT3G18270	302	292	556	459
gene:AT3G18280	251	296	2332	2029
gene:AT3G18282	0	0	2	0
gene:AT3G18290	3109	4214	1783	1404
gene:AT3G18291	0	0	0	0
gene:AT3G18295	104	170	102	169
gene:AT3G18300	13	20	10	19
gene:AT3G18310	184	231	214	158
gene:AT3G18320	203	213	134	142
gene:AT3G18330	0	0	0	0
gene:AT3G18340	0	0	0	0
gene:AT3G18350	297	328	355	345
gene:AT3G18360	0	4	0	2
gene:AT3G18370	731	839	1613	1303
gene:AT3G18380	296	272	278	289
gene:AT3G18390	2487	2799	1991	2228
gene:AT3G18400	28	43	66	106
gene:AT3G18410	517	637	1361	1332
gene:AT3G18420	492	602	761	868
gene:AT3G18430	184	250	386	346
gene:AT3G18440	363	390	853	791
gene:AT3G18450	1	0	1	1
gene:AT3G18460	0	0	0	0
gene:AT3G18470	0	0	0	0
gene:AT3G18480	512	626	927	866
gene:AT3G18485	7	13	4	4
gene:AT3G18490	2657	3027	3650	3169
gene:AT3G18500	276	425	305	295
gene:AT3G18510	60	32	43	52
gene:AT3G18518	0	0	0	0
gene:AT3G18520	395	514	549	486
gene:AT3G18524	212	245	250	233
gene:AT3G18530	24	16	32	24
gene:AT3G18535	481	493	397	379
gene:AT3G18550	4	12	6	4
gene:AT3G18560	249	226	53	52
gene:AT3G18570	0	0	0	2
gene:AT3G18580	91	108	110	121
gene:AT3G18590	0	0	0	0
gene:AT3G18600	431	557	537	587
gene:AT3G18610	49	42	46	57
gene:AT3G18620	98	133	141	164
gene:AT3G18630	27	34	32	25
gene:AT3G18640	563	701	866	719
gene:AT3G18650	0	0	0	0
gene:AT3G18660	70	82	39	62
gene:AT3G18670	10	12	47	45
gene:AT3G18680	1079	1323	865	973
gene:AT3G18690	144	176	170	153
gene:AT3G18700	0	0	0	0
gene:AT3G18710	114	178	196	192
gene:AT3G18715	5	4	2	8
gene:AT3G18720	0	0	0	2
gene:AT3G18730	44	92	197	143
gene:AT3G18740	1603	1952	1704	2018
gene:AT3G18750	225	260	174	162
gene:AT3G18760	226	225	288	337
gene:AT3G18770	163	152	200	213
gene:AT3G18773	10	20	5	6
gene:AT3G18775	5	5	8	0
gene:AT3G18780	12336	14116	8053	7994
gene:AT3G18790	472	584	642	596
gene:AT3G18800	224	203	95	101
gene:AT3G18810	0	0	0	0
gene:AT3G18820	971	1312	1845	1898
gene:AT3G18830	1003	1325	5776	4187
gene:AT3G18840	20	20	14	12
gene:AT3G18850	134	131	139	209
gene:AT3G18860	753	1012	1139	1008
gene:AT3G18870	160	132	57	66
gene:AT3G18880	10	8	5	15
gene:AT3G18890	1626	2069	1369	1601
gene:AT3G18900	36	58	66	32
gene:AT3G18905	0	0	2	0
gene:AT3G18910	172	153	186	180
gene:AT3G18930	207	307	295	239
gene:AT3G18915	0	0	0	0
gene:AT3G18940	226	232	287	330
gene:AT3G18950	112	124	112	112
gene:AT3G18957	0	0	0	0
gene:AT3G18960	110	108	88	62
gene:AT3G18970	37	66	64	44
gene:AT3G18980	627	686	529	507
gene:AT3G18990	551	709	593	667
gene:AT3G19000	983	1116	1044	1048
gene:AT3G19010	1186	1286	4738	4337
gene:AT3G19020	134	131	221	219
gene:AT3G19030	1061	1322	1028	1100
gene:AT3G19035	0	0	0	0
gene:AT3G19040	29	57	21	31
gene:AT3G19050	217	317	530	446
gene:AT3G19055	0	0	0	0
gene:AT3G19070	0	0	0	0
gene:AT3G19080	138	151	122	140
gene:AT3G19085	0	0	0	0
gene:AT3G19090	3	2	7	3
gene:AT3G19100	1061	1394	1283	1310
gene:AT3G19120	372	478	473	433
gene:AT3G19130	844	904	1222	1166
gene:AT3G19140	0	0	0	0
gene:AT3G19150	117	185	240	231
gene:AT3G19160	0	0	0	0
gene:AT3G19170	5713	7322	4029	4225
gene:AT3G19180	329	413	323	333
gene:AT3G19184	12	8	5	4
gene:AT3G19190	883	994	974	842
gene:AT3G19200	66	68	129	151
gene:AT3G19210	54	61	140	157
gene:AT3G19220	190	214	166	212
gene:AT3G19230	23	5	4	4
gene:AT3G19240	756	807	940	782
gene:AT3G19250	39	32	59	50
gene:AT3G19260	187	221	582	576
gene:AT3G19270	13	16	73	27
gene:AT3G19274	0	0	0	0
gene:AT3G19280	88	130	127	123
gene:AT3G19290	747	797	834	660
gene:AT3G19300	67	94	62	66
gene:AT3G19310	4	0	0	0
gene:AT3G19320	11	18	8	2
gene:AT3G19330	56	97	74	76
gene:AT3G19340	527	651	577	489
gene:AT3G19350	0	2	0	0
gene:AT3G19360	174	156	134	124
gene:AT3G19370	481	563	765	654
gene:AT3G19380	251	304	219	220
gene:AT3G19390	226	330	131	118
gene:AT3G19400	207	252	180	220
gene:AT3G19410	0	0	0	0
gene:AT3G19420	1703	1895	2016	1911
gene:AT3G19430	141	168	20	29
gene:AT3G19440	65	64	60	89
gene:AT3G19450	1093	1333	3454	3429
gene:AT3G19460	166	261	326	317
gene:AT3G19470	45	58	72	66
gene:AT3G19480	540	553	325	341
gene:AT3G19490	958	1176	1589	1648
gene:AT3G19500	9	16	24	30
gene:AT3G19508	52	93	65	95
gene:AT3G19510	299	284	467	387
gene:AT3G19515	488	616	646	657
gene:AT3G19520	462	550	608	683
gene:AT3G19530	0	0	0	0
gene:AT3G19540	556	655	778	690
gene:AT3G19550	1	3	0	4
gene:AT3G19552	0	0	0	0
gene:AT3G19553	486	582	464	467
gene:AT3G19560	0	0	0	2
gene:AT3G19565	0	0	0	0
gene:AT3G19570	204	291	191	166
gene:AT3G19580	333	409	340	193
gene:AT3G19590	167	189	187	209
gene:AT3G19595	0	0	0	0
gene:AT3G19600	0	0	2	0
gene:AT3G19610	0	0	0	0
gene:AT3G19613	1	0	0	0
gene:AT3G19615	0	0	0	0
gene:AT3G19620	224	256	40	61
gene:AT3G19630	323	339	458	458
gene:AT3G19640	544	714	944	812
gene:AT3G19650	233	247	352	307
gene:AT3G19660	85	106	501	425
gene:AT3G19663	0	3	13	8
gene:AT3G19670	473	625	708	649
gene:AT3G19680	1607	2022	217	335
gene:AT3G19690	0	1	2	0
gene:AT3G19700	2	0	0	0
gene:AT3G19710	1552	1758	1831	2396
gene:AT3G19720	703	826	983	1006
gene:AT3G19740	623	731	1084	1000
gene:AT3G19760	1723	2040	1976	1816
gene:AT3G19770	325	357	543	609
gene:AT3G19780	315	421	366	262
gene:AT3G19790	221	203	287	222
gene:AT3G19800	744	860	1116	1162
gene:AT3G19810	598	680	570	754
gene:AT3G19820	6754	7434	5980	6032
gene:AT3G19830	505	697	535	535
gene:AT3G19840	299	340	388	328
gene:AT3G19850	469	430	191	266
gene:AT3G19860	774	906	581	605
gene:AT3G19870	568	617	777	888
gene:AT3G19880	0	0	0	0
gene:AT3G19890	0	0	0	0
gene:AT3G19895	247	294	272	295
gene:AT3G19900	845	887	740	695
gene:AT3G19910	677	707	956	859
gene:AT3G19920	7	10	6	4
gene:AT3G19930	1926	2075	2860	2540
gene:AT3G19940	0	0	0	0
gene:AT3G19950	327	447	587	552
gene:AT3G19960	1309	1533	2226	1965
gene:AT3G19970	187	366	373	297
gene:AT3G19980	476	519	460	470
gene:AT3G19990	502	471	1118	1033
gene:AT3G20000	902	1026	1369	1246
gene:AT3G20010	340	457	402	332
gene:AT3G20015	284	337	212	246
gene:AT3G20020	233	174	174	171
gene:AT3G20030	0	0	0	0
gene:AT3G20040	60	102	143	145
gene:AT3G20050	1636	2007	2437	2473
gene:AT3G20060	902	993	1150	1052
gene:AT3G20070	196	191	157	139
gene:AT3G20080	284	386	386	427
gene:AT3G20090	122	132	117	90
gene:AT3G20100	583	639	3741	3735
gene:AT3G20110	38	26	58	54
gene:AT3G20120	219	281	208	238
gene:AT3G20130	72	79	60	59
gene:AT3G20140	2	8	2	0
gene:AT3G20150	141	237	404	314
gene:AT3G20155	0	0	0	0
gene:AT3G20160	12	32	10	4
gene:AT3G20170	129	186	172	118
gene:AT3G20180	0	0	2	1
gene:AT3G20190	6	0	0	0
gene:AT3G20200	75	43	27	21
gene:AT3G20210	2	6	43	18
gene:AT3G20220	0	0	0	0
gene:AT3G20230	1053	1113	952	1111
gene:AT3G20240	120	138	169	237
gene:AT3G20250	1029	1136	1872	1607
gene:AT3G20260	199	187	256	226
gene:AT3G20270	297	371	368	390
gene:AT3G20280	172	193	213	201
gene:AT3G20290	675	753	1053	924
gene:AT3G20300	441	612	307	322
gene:AT3G20310	512	550	507	503
gene:AT3G20320	448	542	591	663
gene:AT3G20330	613	583	905	941
gene:AT3G20340	326	325	391	259
gene:AT3G20350	376	369	371	322
gene:AT3G20360	1	4	3	0
gene:AT3G20362	10	11	33	33
gene:AT3G20370	947	1176	897	1025
gene:AT3G20380	50	90	115	111
gene:AT3G20390	1211	1665	3854	3912
gene:AT3G20395	32	18	56	54
gene:AT3G20400	0	0	0	0
gene:AT3G20410	934	1062	1806	1470
gene:AT3G20420	64	88	21	18
gene:AT3G20430	116	175	223	303
gene:AT3G20440	287	340	218	251
gene:AT3G20450	15	20	17	24
gene:AT3G20460	12	12	6	4
gene:AT3G20470	191	234	3370	4206
gene:AT3G20475	25	21	57	37
gene:AT3G20480	21	21	38	21
gene:AT3G20490	92	95	150	209
gene:AT3G20500	725	720	1227	1324
gene:AT3G20510	174	206	647	602
gene:AT3G20520	2	2	2	0
gene:AT3G20530	2	2	3	0
gene:AT3G20540	672	898	571	634
gene:AT3G20550	327	428	395	456
gene:AT3G20555	0	0	0	0
gene:AT3G20557	4	4	0	0
gene:AT3G20560	235	197	239	260
gene:AT3G20570	193	190	198	186
gene:AT3G20580	2	4	6	0
gene:AT3G20590	10	10	26	6
gene:AT3G20600	56	107	166	107
gene:AT3G20610	0	0	0	0
gene:AT3G20620	141	181	226	211
gene:AT3G20630	788	940	1237	1136
gene:AT3G20640	82	79	102	113
gene:AT3G20650	210	318	278	295
gene:AT3G20660	332	339	591	379
gene:AT3G20670	289	347	462	444
gene:AT3G20680	770	742	365	362
gene:AT3G20690	0	0	0	0
gene:AT3G20700	0	0	0	0
gene:AT3G20710	6	12	10	22
gene:AT3G20720	385	525	750	745
gene:AT3G20730	29	28	12	36
gene:AT3G20740	289	292	326	310
gene:AT3G20750	0	0	0	0
gene:AT3G20760	60	73	90	282
gene:AT3G20770	3344	3590	3921	3462
gene:AT3G20780	178	217	236	219
gene:AT3G20790	467	509	761	780
gene:AT3G20800	382	422	525	582
gene:AT3G20810	2454	2851	2020	2034
gene:AT3G20820	1565	1723	472	531
gene:AT3G20830	154	162	100	84
gene:AT3G20840	52	31	97	116
gene:AT3G20850	0	0	1	0
gene:AT3G20860	91	105	76	52
gene:AT3G20865	0	4	4	1
gene:AT3G20870	246	318	481	367
gene:AT3G20880	4	0	3	2
gene:AT3G20890	234	227	160	195
gene:AT3G20898	41	51	44	28
gene:AT3G20900	0	0	1	0
gene:AT3G20910	99	103	268	254
gene:AT3G20920	419	492	866	950
gene:AT3G20930	402	429	308	361
gene:AT3G20935	29	31	25	23
gene:AT3G20940	44	51	82	100
gene:AT3G20950	0	2	0	2
gene:AT3G20960	98	101	129	144
gene:AT3G20970	260	390	453	429
gene:AT3G20980	0	0	0	0
gene:AT3G20993	0	0	0	0
gene:AT3G20997	0	0	0	0
gene:AT3G21000	2	0	0	0
gene:AT3G21055	7339	8558	6992	10396
gene:AT3G21060	409	474	399	340
gene:AT3G21070	592	781	669	553
gene:AT3G21080	0	0	112	81
gene:AT3G21090	116	135	97	91
gene:AT3G21100	179	234	208	202
gene:AT3G21110	344	418	247	264
gene:AT3G21120	0	0	0	0
gene:AT3G21130	0	0	0	0
gene:AT3G21140	279	347	544	490
gene:AT3G21150	4	4	12	7
gene:AT3G21160	397	501	565	610
gene:AT3G21165	2	0	0	0
gene:AT3G21170	0	0	0	0
gene:AT3G21175	218	311	324	316
gene:AT3G21180	37	59	4	4
gene:AT3G21190	309	333	457	444
gene:AT3G21200	741	906	901	875
gene:AT3G21210	32	20	17	22
gene:AT3G21215	425	502	545	625
gene:AT3G21220	356	448	950	831
gene:AT3G21230	97	104	1094	778
gene:AT3G21240	278	385	2104	1666
gene:AT3G21250	1572	2032	1565	1515
gene:AT3G21260	240	218	67	82
gene:AT3G21270	264	290	56	54
gene:AT3G21280	190	212	252	217
gene:AT3G21290	465	495	537	431
gene:AT3G21295	276	340	390	350
gene:AT3G21300	204	196	186	229
gene:AT3G21305	0	0	0	0
gene:AT3G21310	4	7	13	3
gene:AT3G21320	2	2	4	1
gene:AT3G21330	2	2	10	4
gene:AT3G21340	12	7	0	0
gene:AT3G21350	230	237	273	326
gene:AT3G21351	19	19	38	31
gene:AT3G21352	0	2	0	4
gene:AT3G21360	168	182	184	193
gene:AT3G21370	8	7	75	39
gene:AT3G21371	0	0	0	0
gene:AT3G21380	5	0	73	18
gene:AT3G21390	104	126	160	129
gene:AT3G21400	96	116	221	228
gene:AT3G21405	0	0	0	0
gene:AT3G21410	0	0	6	0
gene:AT3G21420	114	126	289	232
gene:AT3G21430	544	620	682	503
gene:AT3G21450	0	0	0	0
