Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
gene:AT2G04505	0	0	0	0
gene:AT2G03445	0	0	0	0
gene:AT2G04525	0	0	0	6
gene:AT2G03490	0	0	0	0
gene:AT2G04535	39	37	38	31
gene:AT2G03660	0	0	0	0
gene:AT2G04545	2	5	6	8
gene:AT2G04555	17	26	14	17
gene:AT2G03700	0	0	0	0
gene:AT2G04565	0	0	0	0
gene:AT2G04575	0	0	0	0
gene:AT2G03790	0	0	0	0
gene:AT2G04595	0	0	0	0
gene:AT2G04605	0	0	0	0
gene:AT2G04615	0	0	0	0
gene:AT2G04635	0	0	0	0
gene:AT2G04645	0	0	0	0
gene:AT2G04655	0	0	2	1
gene:AT2G04665	0	0	0	0
gene:AT2G04685	0	0	0	0
gene:AT2G04695	0	0	0	0
gene:AT2G04705	0	0	0	0
gene:AT2G04715	0	2	0	0
gene:AT2G04725	315	224	37	74
gene:AT2G04735	0	0	0	0
gene:AT2G04745	0	0	0	0
gene:AT2G04755	1210	1107	1233	1467
gene:AT2G04765	0	0	0	0
gene:AT2G04775	1	0	1	0
gene:AT2G04785	0	0	0	0
gene:AT2G04805	120	75	5	12
gene:AT2G04815	0	0	0	0
gene:AT2G04852	66	78	93	94
gene:AT2G04835	0	0	0	0
gene:AT2G04825	0	0	0	0
gene:AT2G04855	0	0	0	0
gene:AT2G04875	0	0	0	0
gene:AT2G04885	0	0	2	0
gene:AT2G04895	0	0	0	0
gene:AT2G04905	0	0	0	0
gene:AT2G05518	11	16	27	43
gene:AT2G04915	0	0	0	0
gene:AT2G04935	0	0	0	0
gene:AT2G04945	1	0	0	0
gene:AT2G05765	21	37	18	17
gene:AT2G04955	56	75	28	43
gene:AT2G04965	25	33	18	15
gene:AT2G04975	0	0	0	0
gene:AT2G04985	0	0	0	0
gene:AT2G04995	0	0	0	0
gene:AT2G05005	0	0	0	0
gene:AT2G05812	416	411	435	532
gene:AT2G05914	6	2	2	4
gene:AT2G05995	4	10	2	4
gene:AT2G06002	49	45	27	33
gene:AT2G06562	0	0	0	0
gene:AT2G05015	0	2	0	0
gene:AT2G05035	0	4	0	0
gene:AT2G05045	15	7	0	0
gene:AT2G05065	0	0	0	0
gene:AT2G07042	799	674	86	41
gene:AT2G05075	52	25	50	55
gene:AT2G05085	0	0	0	0
gene:AT2G05095	1	0	2	2
gene:AT2G05125	0	0	0	0
gene:AT2G07213	0	2	0	1
gene:AT2G05145	0	0	2	0
gene:AT2G07743	0	0	0	0
gene:AT2G05155	4	2	0	0
gene:AT2G07745	0	0	0	0
gene:AT2G07746	1	2	0	1
gene:AT2G07748	0	0	0	1
gene:AT2G07752	0	0	0	0
gene:AT2G07753	1	0	0	0
gene:AT2G07754	9	2	5	10
gene:AT2G07755	0	0	0	0
gene:AT2G07792	8	3	1	4
gene:AT2G05215	0	0	0	0
gene:AT2G05205	0	0	0	0
gene:AT2G05245	0	0	0	0
gene:AT2G05255	5	4	2	3
gene:AT2G07793	0	0	0	0
gene:AT2G07794	0	0	0	0
gene:AT2G05315	2	1	4	2
gene:AT2G07756	1	0	0	2
gene:AT2G07757	0	2	0	0
gene:AT2G07758	5	2	2	2
gene:AT2G05355	0	0	0	0
gene:AT2G05365	15	2	4	12
gene:AT2G07759	7	8	3	2
gene:AT2G07761	0	0	1	1
gene:AT2G07762	1	0	0	1
gene:AT2G07763	3	4	1	1
gene:AT2G07764	2	0	1	0
gene:AT2G07765	3	1	6	2
gene:AT2G07766	3	0	0	0
gene:AT2G05395	0	0	0	0
gene:AT2G05405	2	4	5	6
gene:AT2G05415	0	0	0	0
gene:AT2G05425	0	0	0	0
gene:AT2G05445	0	0	0	0
gene:AT2G09795	164	188	201	156
gene:AT2G05455	0	1	0	0
gene:AT2G05465	0	0	0	0
gene:AT2G05485	0	0	0	0
gene:AT2G05495	0	0	1	0
gene:AT2G05505	0	1	0	0
gene:AT2G05515	0	0	0	0
gene:AT2G05525	0	0	0	0
gene:AT2G05535	0	0	0	0
gene:AT2G05545	0	0	0	0
gene:AT2G10537	0	0	0	0
gene:AT2G10606	1	2	4	1
gene:AT2G05555	0	1	0	0
gene:AT2G05565	0	0	0	0
gene:AT2G05575	0	0	0	0
gene:AT2G05585	0	0	0	0
gene:AT2G10921	0	0	0	0
gene:AT2G05605	0	0	0	0
gene:AT2G05615	0	0	0	0
gene:AT2G11852	0	0	0	0
gene:AT2G05625	0	0	0	0
gene:AT2G05665	6	10	8	2
gene:AT2G05675	0	0	0	0
gene:AT2G05685	0	0	0	0
gene:AT2G05695	0	0	0	0
gene:AT2G05705	2	0	2	0
gene:AT2G05725	0	0	0	0
gene:AT2G05785	0	1	0	0
gene:AT2G05815	0	1	3	1
gene:AT2G05825	0	1	6	4
gene:AT2G05835	0	0	0	0
gene:AT2G05855	0	0	0	0
gene:AT2G05865	0	0	0	0
gene:AT2G05875	6	2	5	6
gene:AT2G05885	0	0	0	0
gene:AT2G05895	18	16	19	25
gene:AT2G05905	0	0	0	0
gene:AT2G05925	0	0	0	0
gene:AT2G05945	0	0	0	0
gene:AT2G05965	0	0	1	0
gene:AT2G05975	0	0	0	0
gene:AT2G06035	0	0	0	0
gene:AT2G13665	148	141	136	147
gene:AT2G06065	2	0	0	0
gene:AT2G06075	0	0	0	0
gene:AT2G14115	26	42	44	36
gene:AT2G06085	0	0	0	0
gene:AT2G06135	0	0	0	0
gene:AT2G06115	0	0	0	0
gene:AT2G06145	0	0	0	0
gene:AT2G06175	0	0	0	0
gene:AT2G06185	8	1	0	3
gene:AT2G06215	31	22	9	15
gene:AT2G06225	0	1	2	0
gene:AT2G06275	0	0	0	0
gene:AT2G14878	1060	1066	823	852
gene:AT2G06305	0	0	0	0
gene:AT2G06315	0	0	0	0
gene:AT2G06345	1	2	1	5
gene:AT2G06355	41	16	4	14
gene:AT2G06365	2	0	0	0
gene:AT2G15128	44	36	47	43
gene:AT2G06375	0	0	0	0
gene:AT2G06385	2	0	2	0
gene:AT2G15292	198	294	376	476
gene:AT2G06395	0	0	0	0
gene:AT2G06405	0	0	0	0
gene:AT2G06415	0	0	0	0
gene:AT2G06435	0	0	0	2
gene:AT2G06445	0	0	0	0
gene:AT2G06455	0	0	0	0
gene:AT2G15555	0	0	0	0
gene:AT2G06465	647	664	417	411
gene:AT2G06475	0	1	0	0
gene:AT2G06485	0	0	0	0
gene:AT2G06495	0	0	0	0
gene:AT2G06505	0	0	0	0
gene:AT2G06515	0	0	0	0
gene:AT2G06525	0	7	4	5
gene:AT2G15950	0	0	0	0
gene:AT2G06535	0	0	0	0
gene:AT2G06575	0	0	0	0
gene:AT2G16145	0	0	0	0
gene:AT2G06585	0	0	0	0
gene:AT2G16240	0	0	0	0
gene:AT2G16245	69	88	103	129
gene:AT2G06595	0	0	0	0
gene:AT2G06605	2	0	2	0
gene:AT2G06615	24	18	21	11
gene:AT2G06625	18	14	2	1
gene:AT2G06635	0	0	0	0
gene:AT2G06655	0	2	0	2
gene:AT2G06665	0	0	0	0
gene:AT2G06685	0	0	0	0
gene:AT2G06695	0	0	0	0
gene:AT2G06705	0	0	0	0
gene:AT2G06725	0	0	0	0
gene:AT2G06745	0	0	0	0
gene:AT2G06755	0	0	0	0
gene:AT2G06765	4	4	5	1
gene:AT2G06785	0	0	0	0
gene:AT2G06795	0	0	0	1
gene:AT2G06805	0	1	0	0
gene:AT2G06815	0	0	0	0
gene:AT2G06835	1	5	0	5
gene:AT2G06855	0	0	0	0
gene:AT2G06865	0	1	1	2
gene:AT2G17295	1	0	1	0
gene:AT2G06905	5	0	4	1
gene:AT2G06935	4	4	11	0
gene:AT2G06945	0	0	0	0
gene:AT2G06955	1	0	0	0
gene:AT2G06975	0	0	1	0
gene:AT2G06995	4	10	10	2
gene:AT2G07005	0	2	0	0
gene:AT2G17810	1	1	0	0
gene:AT2G07015	325	399	258	316
gene:AT2G07025	0	0	2	0
gene:AT2G07035	0	0	0	0
gene:AT2G07045	0	0	0	0
gene:AT2G07055	0	0	0	1
gene:AT2G18310	0	0	0	0
gene:AT2G18440	2319	1987	2563	3562
gene:AT2G07085	0	0	0	0
gene:AT2G18735	102	81	125	123
gene:AT2G18917	71	63	89	78
gene:AT2G07095	0	0	0	0
gene:AT2G07115	0	0	0	0
gene:AT2G07135	0	0	0	0
gene:AT2G07165	0	0	0	0
gene:AT2G07175	164	183	136	170
gene:AT2G07195	0	1	0	0
gene:AT2G19425	0	0	0	0
gene:AT2G07205	0	0	0	0
gene:AT2G07225	0	0	0	0
gene:AT2G07235	0	0	0	0
gene:AT2G19572	2749	2205	456	545
gene:AT2G19582	58	74	59	93
gene:AT2G07245	6	2	4	0
gene:AT2G19796	0	0	0	0
gene:AT2G07255	0	0	0	0
gene:AT2G07265	3	0	0	2
gene:AT2G07275	40	53	53	67
gene:AT2G07285	0	0	0	1
gene:AT2G07295	0	0	0	0
gene:AT2G07305	81	66	84	112
gene:AT2G07315	0	0	0	0
gene:AT2G07325	64	55	35	57
gene:AT2G07335	22	14	46	67
gene:AT2G20721	16	8	17	19
gene:AT2G20722	4	7	3	14
gene:AT2G20723	4	11	8	11
gene:AT2G07345	298	346	352	446
gene:AT2G07355	0	3	0	1
gene:AT2G21187	250	250	103	142
gene:AT2G21188	208	142	25	21
gene:AT2G07375	0	0	0	0
gene:AT2G07385	0	0	0	0
gene:AT2G07405	0	0	0	0
gene:AT2G21360	0	0	0	0
gene:AT2G07415	0	0	0	0
gene:AT2G07425	0	0	0	4
gene:AT2G21570	0	0	0	0
gene:AT2G07435	2	0	1	5
gene:AT2G07445	0	0	0	0
gene:AT2G21670	0	0	0	0
gene:AT2G21700	0	0	0	0
gene:AT2G07475	537	479	722	786
gene:AT2G07485	2	2	10	7
gene:AT2G07495	119	98	72	85
gene:AT2G07515	229	234	200	236
gene:AT2G22110	0	0	0	0
gene:AT2G07525	0	0	0	0
gene:AT2G07535	0	0	0	0
gene:AT2G07545	0	0	0	0
gene:AT2G22220	0	0	0	0
gene:AT2G22280	0	0	0	0
gene:AT2G07555	0	0	0	0
gene:AT2G07575	1	0	2	0
gene:AT2G22380	2	0	0	0
gene:AT2G07585	0	12	9	9
gene:AT2G22482	0	0	0	0
gene:AT2G07595	0	0	0	0
gene:AT2G07605	5	4	0	4
gene:AT2G07615	1	0	0	0
gene:AT2G22496	0	3	0	0
gene:AT2G22580	0	0	0	0
gene:AT2G07645	0	0	0	0
gene:AT2G07805	42	56	20	27
gene:AT2G07840	0	0	0	0
gene:AT2G22668	0	0	0	0
gene:AT2G07845	168	157	226	158
gene:AT2G22821	4	2	12	16
gene:AT2G07850	70	71	72	53
gene:AT2G22955	4	2	1	4
gene:AT2G07855	0	0	0	0
gene:AT2G23020	0	0	0	0
gene:AT2G23040	107	65	53	33
gene:AT2G07860	0	0	0	0
gene:AT2G07865	0	0	0	0
gene:AT2G07870	0	0	0	0
gene:AT2G07875	316	280	182	207
gene:AT2G07885	0	0	0	0
gene:AT2G07890	0	0	0	0
gene:AT2G07895	0	0	0	0
gene:AT2G07900	0	0	0	0
gene:AT2G23347	0	7	1	2
gene:AT2G07905	0	0	0	0
gene:AT2G07915	0	0	0	0
gene:AT2G07910	0	0	0	0
gene:AT2G07925	0	0	0	0
gene:AT2G07935	0	0	0	0
gene:AT2G07940	0	0	0	0
gene:AT2G23650	0	0	0	0
gene:AT2G23672	1277	1495	809	960
gene:AT2G07945	0	0	0	0
gene:AT2G07950	149	103	112	135
gene:AT2G07960	2	0	1	0
gene:AT2G07965	5	0	3	0
gene:AT2G24103	0	0	0	0
gene:AT2G07970	0	0	0	0
gene:AT2G07975	0	0	0	0
gene:AT2G07985	0	0	0	0
gene:AT2G07990	0	0	0	0
gene:AT2G07995	0	0	0	0
gene:AT2G08000	10	14	6	6
gene:AT2G08005	1	0	0	0
gene:AT2G08010	0	0	0	0
gene:AT2G08015	0	0	0	0
gene:AT2G08020	3	3	2	10
gene:AT2G08025	102	87	42	64
gene:AT2G24380	0	0	0	0
gene:AT2G08030	0	0	0	0
gene:AT2G08035	0	0	0	0
gene:AT2G08040	0	0	0	0
gene:AT2G08045	2	2	0	0
gene:AT2G08050	0	0	0	0
gene:AT2G08055	0	0	0	0
gene:AT2G24545	104	71	59	72
gene:AT2G24592	118	161	102	151
gene:AT2G24735	1	5	0	0
gene:AT2G24755	269	281	387	289
gene:AT2G08060	839	900	613	532
gene:AT2G08075	0	0	0	0
gene:AT2G08070	0	0	0	0
gene:AT2G25011	0	0	0	0
gene:AT2G08085	0	0	0	0
gene:AT2G08090	1	0	0	0
gene:AT2G08095	0	0	2	0
gene:AT2G08100	6	6	4	12
gene:AT2G25095	5	1	4	2
gene:AT2G08105	0	0	0	0
gene:AT2G08110	0	0	0	0
gene:AT2G08115	0	0	0	0
gene:AT2G25171	0	0	0	0
gene:AT2G08120	6	3	2	0
gene:AT2G08125	0	0	0	0
gene:AT2G08130	135	131	62	112
gene:AT2G25400	0	0	0	0
gene:AT2G08135	23	17	25	27
gene:AT2G26090	0	0	0	0
gene:AT2G26211	3	2	3	2
gene:AT2G26355	325	427	433	434
gene:AT2G26692	52	32	61	62
gene:AT2G08150	0	0	0	0
gene:AT2G08155	0	0	0	0
gene:AT2G08160	0	0	0	0
gene:AT2G08165	0	0	0	0
gene:AT2G08175	0	0	0	0
gene:AT2G08180	2	6	2	2
gene:AT2G26882	0	0	0	0
gene:AT2G08190	0	0	0	0
gene:AT2G08195	0	0	0	0
gene:AT2G08200	0	0	0	0
gene:AT2G27400	180	164	114	173
gene:AT2G08205	15	13	8	14
gene:AT2G27560	0	0	0	0
gene:AT2G08210	0	0	0	0
gene:AT2G27850	0	0	0	0
gene:AT2G08215	0	0	0	0
gene:AT2G28056	0	0	0	0
gene:AT2G08220	16	8	70	116
gene:AT2G08230	0	0	0	0
gene:AT2G08235	55	33	45	40
gene:AT2G08240	0	0	0	0
gene:AT2G08245	0	0	0	0
gene:AT2G08250	0	0	0	0
gene:AT2G08255	0	4	0	0
gene:AT2G08260	0	0	0	0
gene:AT2G08265	0	0	0	0
gene:AT2G08270	0	0	0	0
gene:AT2G08275	0	0	0	0
gene:AT2G08280	0	0	0	0
gene:AT2G08285	0	0	0	0
gene:AT2G08290	2	0	0	0
gene:AT2G28730	0	0	0	0
gene:AT2G28770	0	0	0	0
gene:AT2G08295	0	2	0	0
gene:AT2G08300	0	0	0	0
gene:AT2G08305	0	0	0	0
gene:AT2G08310	0	0	2	0
gene:AT2G29030	0	0	0	0
gene:AT2G08315	0	0	0	0
gene:AT2G08320	0	0	0	0
gene:AT2G08330	124	171	237	254
gene:AT2G08335	45	43	30	36
gene:AT2G08340	939	876	492	375
gene:AT2G29520	0	0	0	0
gene:AT2G08345	210	165	85	132
gene:AT2G08350	72	103	39	63
gene:AT2G08355	0	0	0	0
gene:AT2G08360	0	0	0	1
gene:AT2G30115	0	0	0	3
gene:AT2G08365	0	0	0	0
gene:AT2G30180	0	0	0	0
gene:AT2G08370	0	0	0	0
gene:AT2G30190	0	0	0	0
gene:AT2G08375	0	0	0	0
gene:AT2G30362	472	452	608	412
gene:AT2G08380	1	0	0	1
gene:AT2G08385	0	1	0	0
gene:AT2G08390	0	0	0	0
gene:AT2G30450	0	0	0	0
gene:AT2G08395	0	0	0	0
gene:AT2G08400	0	0	0	0
gene:AT2G08405	0	0	5	2
gene:AT2G08410	0	0	0	0
gene:AT2G30850	0	0	0	0
gene:AT2G08415	0	0	0	0
gene:AT2G30945	26	37	32	37
gene:AT2G08420	1072	1163	2042	2095
gene:AT2G08425	47	68	78	69
gene:AT2G30984	0	0	2	0
gene:AT2G08430	0	0	0	0
gene:AT2G08435	1053	977	302	501
gene:AT2G08440	190	172	75	75
gene:AT2G31585	215	173	185	292
gene:AT2G31751	1029	960	704	707
gene:AT2G08445	7	6	6	6
gene:AT2G08450	4	0	5	8
gene:AT2G08460	0	0	0	0
gene:AT2G08455	0	0	1	0
gene:AT2G08465	0	0	0	0
gene:AT2G08470	339	380	219	214
gene:AT2G08475	771	553	168	189
gene:AT2G08480	151	165	208	308
gene:AT2G31902	201	242	130	247
gene:AT2G08485	1	5	1	4
gene:AT2G08490	0	0	0	1
gene:AT2G08495	0	0	0	0
gene:AT2G08500	19	24	41	30
gene:AT2G32110	0	0	0	0
gene:AT2G32179	319	330	449	477
gene:AT2G08505	0	0	0	0
gene:AT2G08510	0	0	0	0
gene:AT2G08515	0	0	0	0
gene:AT2G32273	0	0	0	0
gene:AT2G32315	2	2	0	0
gene:AT2G08520	0	0	1	0
gene:AT2G08525	307	286	322	459
gene:AT2G08530	0	6	1	8
gene:AT2G08535	12	15	3	0
gene:AT2G32698	0	0	0	0
gene:AT2G08540	0	2	0	0
gene:AT2G32795	38	58	42	65
gene:AT2G08545	1	0	0	0
gene:AT2G08550	0	0	0	0
gene:AT2G33051	323	219	286	422
gene:AT2G33140	0	0	0	0
gene:AT2G08555	6	9	8	9
gene:AT2G08560	0	7	0	4
gene:AT2G08565	0	0	0	0
gene:AT2G08570	9	19	15	14
gene:AT2G08575	26	25	32	29
gene:AT2G08580	0	2	1	8
gene:AT2G08585	2	5	5	5
gene:AT2G08590	0	0	0	0
gene:AT2G08595	30	20	25	33
gene:AT2G33650	0	0	0	0
gene:AT2G33660	0	0	0	0
gene:AT2G08610	3	3	11	19
gene:AT2G08620	0	0	0	0
gene:AT2G08625	0	0	0	0
gene:AT2G08630	0	0	0	0
gene:AT2G33815	904	1006	151	273
gene:AT2G08635	221	298	144	145
gene:AT2G08640	0	0	0	1
gene:AT2G08645	0	0	0	0
gene:AT2G33890	0	0	0	0
gene:AT2G33900	0	0	0	2
gene:AT2G33910	0	0	0	0
gene:AT2G33920	0	0	0	0
gene:AT2G33930	1	0	0	0
gene:AT2G33940	0	0	0	0
gene:AT2G33950	0	0	0	0
gene:AT2G33960	0	0	0	0
gene:AT2G33970	0	0	0	0
gene:AT2G08650	113	138	72	53
gene:AT2G08655	3	8	27	28
gene:AT2G34202	7	16	4	2
gene:AT2G34204	0	0	0	0
gene:AT2G34208	0	0	0	0
gene:AT2G08660	17	15	15	35
gene:AT2G08665	8677	13717	22583	13710
gene:AT2G08670	0	0	0	0
gene:AT2G08675	6	0	0	0
gene:AT2G08680	44	59	162	370
gene:AT2G08685	126	116	73	78
gene:AT2G08690	14	1	2	0
gene:AT2G08695	3	6	9	23
gene:AT2G08700	0	0	3	0
gene:AT2G08705	1	1	0	0
gene:AT2G34950	0	0	0	0
gene:AT2G34985	0	0	0	0
gene:AT2G08710	0	0	0	0
gene:AT2G08715	0	0	0	0
gene:AT2G08720	0	0	0	0
gene:AT2G35220	0	0	0	0
gene:AT2G35382	0	0	0	1
gene:AT2G35384	0	0	0	0
gene:AT2G35387	1	0	1	0
gene:AT2G08725	1	0	1	1
gene:AT2G08730	30	19	57	35
gene:AT2G08735	1	16	0	0
gene:AT2G35637	55	51	67	30
gene:AT2G08740	40	34	50	68
gene:AT2G08745	4	5	1	4
gene:AT2G08750	669	620	502	514
gene:AT2G35738	95	79	62	87
gene:AT2G35742	1	4	2	0
gene:AT2G08755	3	2	2	1
gene:AT2G08760	6	1	4	14
gene:AT2G08765	36	19	32	45
gene:AT2G35744	21	32	41	35
gene:AT2G35747	41	24	21	34
gene:AT2G08770	77	56	78	44
gene:AT2G35859	298	373	340	462
gene:AT2G08775	0	0	0	0
gene:AT2G35945	1583	1320	518	709
gene:AT2G36140	0	0	0	0
gene:AT2G36150	0	0	1	0
gene:AT2G08780	343	187	431	236
gene:AT2G36280	0	0	0	0
gene:AT2G36307	25	23	34	32
gene:AT2G08790	0	0	0	0
gene:AT2G08795	13	5	7	17
gene:AT2G08800	0	0	0	0
gene:AT2G36510	0	0	0	0
gene:AT2G36520	0	0	0	0
gene:AT2G08805	0	0	0	0
gene:AT2G36600	0	0	0	0
gene:AT2G08815	3	1	3	8
gene:AT2G08820	108	52	1	0
gene:AT2G08825	0	0	0	0
gene:AT2G36792	94	69	502	331
gene:AT2G08830	0	0	1	0
gene:AT2G08835	0	0	0	0
gene:AT2G36860	0	0	0	0
gene:AT2G08845	0	0	0	0
gene:AT2G08850	0	0	0	0
gene:AT2G08855	1	0	2	0
gene:AT2G08860	10	17	7	8
gene:AT2G08865	151	139	177	196
gene:AT2G37362	174	188	253	372
gene:AT2G08870	0	0	0	0
gene:AT2G08875	0	0	0	0
gene:AT2G08880	0	0	0	0
gene:AT2G37555	572	455	392	578
gene:AT2G08885	0	0	0	0
gene:AT2G08890	0	0	0	0
gene:AT2G08895	0	0	0	0
gene:AT2G08900	2	1	0	0
gene:AT2G08905	0	0	1	1
gene:AT2G08910	1	0	4	1
gene:AT2G08915	1362	1011	497	358
gene:AT2G38030	0	0	0	0
gene:AT2G08920	0	0	0	0
gene:AT2G08925	0	0	0	0
gene:AT2G08930	7	0	0	4
gene:AT2G08935	0	0	0	0
gene:AT2G08940	0	0	0	0
gene:AT2G08945	0	0	0	0
gene:AT2G08950	0	0	0	0
gene:AT2G38325	0	0	0	0
gene:AT2G08955	0	0	0	1
gene:AT2G08960	18	4	1	4
gene:AT2G08965	72	36	30	13
gene:AT2G08970	0	0	0	0
gene:AT2G08975	0	0	0	0
gene:AT2G08980	0	0	0	0
gene:AT2G08985	0	0	0	0
gene:AT2G08990	0	0	0	0
gene:AT2G08995	0	0	0	0
gene:AT2G09000	8	8	5	4
gene:AT2G09005	0	0	0	0
gene:AT2G09010	0	0	0	0
gene:AT2G39175	0	0	0	0
gene:AT2G09015	0	0	0	0
gene:AT2G09020	0	0	0	0
gene:AT2G09025	26	20	20	19
gene:AT2G09035	0	0	0	0
gene:AT2G09040	0	0	0	0
gene:AT2G09045	7	6	13	13
gene:AT2G09050	1	0	0	0
gene:AT2G09055	6	11	9	2
gene:AT2G39600	0	0	0	0
gene:AT2G39610	0	0	0	0
gene:AT2G39675	675	562	111	148
gene:AT2G39681	565	487	233	352
gene:AT2G09060	0	0	0	0
gene:AT2G09065	0	0	0	0
gene:AT2G09070	0	0	0	0
gene:AT2G09075	0	0	0	0
gene:AT2G09080	0	0	0	0
gene:AT2G39860	0	2	0	0
gene:AT2G39885	0	2	0	0
gene:AT2G09085	3	0	1	0
gene:AT2G09090	284	350	292	278
gene:AT2G09095	0	0	0	0
gene:AT2G09100	0	0	0	0
gene:AT2G09105	0	0	0	0
gene:AT2G40008	135	173	82	110
gene:AT2G09110	0	0	0	0
gene:AT2G09115	0	0	0	0
gene:AT2G09120	0	0	0	0
gene:AT2G09125	0	0	0	0
gene:AT2G09130	0	0	0	0
gene:AT2G09135	0	0	0	0
gene:AT2G09140	0	0	0	0
gene:AT2G09150	0	0	0	0
gene:AT2G09155	0	0	1	0
gene:AT2G09160	0	0	0	0
gene:AT2G09165	24	19	31	29
gene:AT2G09170	8	5	9	12
gene:AT2G09175	3	8	10	14
gene:AT2G09180	0	0	0	0
gene:AT2G09185	0	0	0	0
gene:AT2G09190	276	233	114	148
gene:AT2G40805	0	0	0	0
gene:AT2G09195	0	0	0	0
gene:AT2G09200	105	119	152	145
gene:AT2G09205	50	50	8	23
gene:AT2G09210	0	0	0	0
gene:AT2G09215	34	41	28	49
gene:AT2G09220	0	0	0	0
gene:AT2G09225	642	652	348	481
gene:AT2G09230	90	92	49	47
gene:AT2G09235	0	0	0	0
gene:AT2G41178	234	282	120	242
gene:AT2G09240	0	0	0	0
gene:AT2G09245	0	0	0	0
gene:AT2G09250	80	124	44	50
gene:AT2G41312	16	18	16	44
gene:AT2G09255	0	0	0	0
gene:AT2G09260	0	0	0	0
gene:AT2G09265	0	1	0	2
gene:AT2G09270	0	0	0	0
gene:AT2G09280	0	0	0	0
gene:AT2G41616	0	0	0	0
gene:AT2G09285	0	0	0	0
gene:AT2G09290	0	0	0	0
gene:AT2G09295	0	0	0	4
gene:AT2G09300	15	11	8	9
gene:AT2G09305	153	108	124	139
gene:AT2G09310	69	57	90	94
gene:AT2G09315	0	0	0	0
gene:AT2G09320	2	1	0	0
gene:AT2G09325	104	121	98	101
gene:AT2G42020	0	0	0	0
gene:AT2G09330	0	0	0	0
gene:AT2G09335	23	22	14	9
gene:AT2G09340	26	64	20	20
gene:AT2G09345	11	5	4	1
gene:AT2G42247	325	371	63	104
gene:AT2G09350	72	51	137	171
gene:AT2G09355	0	0	0	0
gene:AT2G09360	0	0	0	0
gene:AT2G09365	0	0	0	0
gene:AT2G09370	39	27	23	24
gene:AT2G42365	639	502	105	137
gene:AT2G42388	0	0	2	0
gene:AT2G09375	0	0	0	0
gene:AT2G42420	0	0	0	0
gene:AT2G42425	0	0	0	0
gene:AT2G42485	60	70	58	58
gene:AT2G09380	0	0	0	0
gene:AT2G09385	0	0	0	0
gene:AT2G09390	0	0	0	0
gene:AT2G09395	400	390	191	193
gene:AT2G09400	89	55	53	50
gene:AT2G42835	7	0	0	3
gene:AT2G09405	0	0	0	0
gene:AT2G42970	0	0	0	0
gene:AT2G09410	0	0	0	0
gene:AT2G43137	0	0	0	0
gene:AT2G43138	2	1	3	0
gene:AT2G43139	0	2	0	0
gene:AT2G43141	0	0	0	1
gene:AT2G09415	0	0	0	0
gene:AT2G09420	9	10	4	6
gene:AT2G09425	0	0	3	1
gene:AT2G09430	83	119	98	88
gene:AT2G43300	0	0	0	0
gene:AT2G09435	7	5	12	18
gene:AT2G09440	21	35	20	10
gene:AT2G09445	0	0	0	0
gene:AT2G09450	0	0	0	0
gene:AT2G09455	106	129	32	38
gene:AT2G43375	33	25	51	60
gene:AT2G09460	0	0	0	0
gene:AT2G09465	0	0	0	0
gene:AT2G09470	21	35	27	16
gene:AT2G09475	0	0	0	0
gene:AT2G09480	1	0	0	0
gene:AT2G09490	9	13	12	7
gene:AT2G09495	4	9	5	5
gene:AT2G09500	49	41	46	30
gene:AT2G09505	15	14	12	8
gene:AT2G09510	125	99	87	71
gene:AT2G44255	330	264	266	349
gene:AT2G09515	0	0	0	0
gene:AT2G44320	0	0	0	0
gene:AT2G09525	0	8	2	1
gene:AT2G09530	0	0	0	0
gene:AT2G09535	0	0	0	0
gene:AT2G09540	0	0	0	0
gene:AT2G09545	0	0	0	0
gene:AT2G44798	20	44	31	41
gene:AT2G09550	0	0	0	0
gene:AT2G09555	0	0	1	2
gene:AT2G09560	1	2	3	1
gene:AT2G09565	56	64	49	57
gene:AT2G09570	0	2	2	3
gene:AT2G09575	2	0	0	2
gene:AT2G09585	0	0	0	0
gene:AT2G09590	0	0	0	0
gene:AT2G44995	35	26	44	51
gene:AT2G45020	0	0	0	0
gene:AT2G45023	32	48	23	40
gene:AT2G45245	80	94	83	99
gene:AT2G45315	240	288	182	247
gene:AT2G09605	12	9	4	12
gene:AT2G09610	4	1	6	5
gene:AT2G45390	0	0	0	0
gene:AT2G09615	4	0	0	0
gene:AT2G09620	0	0	0	0
gene:AT2G09625	0	0	0	0
gene:AT2G09630	0	0	0	0
gene:AT2G09635	0	0	0	0
gene:AT2G09640	573	536	395	513
gene:AT2G09645	46	39	38	43
gene:AT2G09650	20	8	16	30
gene:AT2G09655	0	0	0	0
gene:AT2G45685	378	386	465	536
gene:AT2G09660	95	122	145	160
gene:AT2G45780	2	8	2	2
gene:AT2G09665	4	0	6	26
gene:AT2G09670	1	4	0	2
gene:AT2G09675	53	44	47	50
gene:AT2G46120	0	0	0	0
gene:AT2G09680	0	0	0	0
gene:AT2G46192	7	4	4	4
gene:AT2G09685	0	0	0	0
gene:AT2G09690	0	0	0	0
gene:AT2G09695	0	0	0	0
gene:AT2G09700	0	0	0	0
gene:AT2G09705	0	0	2	1
gene:AT2G09710	18	19	19	23
gene:AT2G46255	0	0	0	0
gene:AT2G09715	0	0	0	0
gene:AT2G09720	0	0	0	0
gene:AT2G09725	0	0	0	0
gene:AT2G09730	0	0	1	0
