Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
gene:AT3G23570	1369	1300	469	695
gene:AT3G23580	417	471	475	617
gene:AT3G23590	668	701	645	849
gene:AT3G23600	4079	3790	1518	1956
gene:AT3G23605	257	219	143	141
gene:AT3G23610	71	83	47	75
gene:AT3G23620	753	747	581	825
gene:AT3G23630	80	81	8	29
gene:AT3G23633	0	0	0	5
gene:AT3G23635	20	32	4	8
gene:AT3G23637	0	0	0	1
gene:AT3G23640	1592	1456	954	1154
gene:AT3G23650	0	0	0	0
gene:AT3G23660	781	892	551	738
gene:AT3G23670	304	304	207	288
gene:AT3G23680	0	0	0	0
gene:AT3G23685	0	0	0	0
gene:AT3G23690	918	874	639	770
gene:AT3G23700	1573	2002	2909	3387
gene:AT3G23710	266	258	239	354
gene:AT3G23715	0	0	0	0
gene:AT3G23727	0	0	0	0
gene:AT3G23730	185	211	1076	2313
gene:AT3G23740	82	96	85	89
gene:AT3G23750	1151	1140	2469	3373
gene:AT3G23760	168	246	376	452
gene:AT3G23770	0	0	0	0
gene:AT3G23780	1029	911	646	756
gene:AT3G23790	324	278	157	188
gene:AT3G23800	119	162	87	98
gene:AT3G23805	90	139	187	214
gene:AT3G23810	4320	4438	2292	2889
gene:AT3G23820	2490	3103	3653	4395
gene:AT3G23830	455	628	333	384
gene:AT3G23840	118	90	315	412
gene:AT3G23860	0	0	0	0
gene:AT3G23870	58	37	23	17
gene:AT3G23880	36	16	435	508
gene:AT3G23890	877	840	495	689
gene:AT3G23900	1044	886	751	980
gene:AT3G23910	330	297	194	176
gene:AT3G23920	2797	2491	3177	2129
gene:AT3G23930	3	12	15	38
gene:AT3G23940	1594	1677	1293	1750
gene:AT3G23950	0	0	0	0
gene:AT3G23955	0	0	4	0
gene:AT3G23960	0	0	0	0
gene:AT3G23970	0	0	0	0
gene:AT3G23980	786	724	676	909
gene:AT3G23990	2617	2573	1714	1785
gene:AT3G24000	216	215	191	181
gene:AT3G24010	185	184	188	131
gene:AT3G24020	118	107	138	192
gene:AT3G24030	201	253	212	166
gene:AT3G24040	713	793	493	568
gene:AT3G24050	1128	1134	1208	1163
gene:AT3G24060	0	0	0	0
gene:AT3G24065	0	0	0	2
gene:AT3G24068	0	0	0	0
gene:AT3G24070	234	287	459	421
gene:AT3G24080	1611	1525	1101	1399
gene:AT3G24090	175	179	81	64
gene:AT3G24093	0	0	0	0
gene:AT3G24100	290	340	325	333
gene:AT3G24110	34	45	54	62
gene:AT3G24120	450	438	430	560
gene:AT3G24130	1	4	0	2
gene:AT3G24140	513	471	294	414
gene:AT3G24150	201	193	110	155
gene:AT3G24160	3698	3830	2681	3094
gene:AT3G24170	2215	1856	1142	1303
gene:AT3G24180	2117	1759	863	1233
gene:AT3G24190	1178	1066	1088	1172
gene:AT3G24200	544	546	421	463
gene:AT3G24210	24	42	54	67
gene:AT3G24220	0	0	0	0
gene:AT3G24225	0	2	0	2
gene:AT3G24230	0	0	0	0
gene:AT3G24240	552	452	334	407
gene:AT3G24250	0	0	0	0
gene:AT3G24255	171	141	109	138
gene:AT3G24260	0	0	0	0
gene:AT3G24270	0	0	0	0
gene:AT3G24280	0	0	0	0
gene:AT3G24290	0	0	0	0
gene:AT3G24300	126	185	305	352
gene:AT3G24310	125	77	6	12
gene:AT3G24315	313	265	245	252
gene:AT3G24320	207	194	118	163
gene:AT3G24330	0	0	0	0
gene:AT3G24340	30	16	16	15
gene:AT3G24350	565	649	441	446
gene:AT3G24360	13	11	20	27
gene:AT3G24420	140	65	200	143
gene:AT3G24430	1042	1028	1158	1409
gene:AT3G24440	478	462	439	478
gene:AT3G24450	42	57	48	53
gene:AT3G24460	221	194	103	155
gene:AT3G24463	0	0	0	0
gene:AT3G24465	0	0	0	0
gene:AT3G24480	2679	2859	2251	2949
gene:AT3G24490	537	457	486	517
gene:AT3G24495	210	229	136	150
gene:AT3G24500	257	235	357	91
gene:AT3G24503	2285	1987	1806	2318
gene:AT3G24506	225	267	235	279
gene:AT3G24508	0	0	0	0
gene:AT3G24510	0	0	0	0
gene:AT3G24513	0	2	2	0
gene:AT3G24515	72	90	77	75
gene:AT3G24514	0	1	0	0
gene:AT3G24516	0	0	0	0
gene:AT3G24517	0	0	0	0
gene:AT3G24520	287	305	568	422
gene:AT3G24530	468	393	441	562
gene:AT3G24535	8	12	24	24
gene:AT3G24540	0	0	4	5
gene:AT3G24542	0	0	0	0
gene:AT3G24550	1840	1716	1808	2394
gene:AT3G24560	85	112	116	143
gene:AT3G24570	359	339	229	258
gene:AT3G24575	0	0	0	0
gene:AT3G24580	0	0	0	0
gene:AT3G24590	509	606	554	559
gene:AT3G24600	0	0	6	0
gene:AT3G24605	0	0	0	0
gene:AT3G24610	0	0	0	0
gene:AT3G24620	0	0	0	0
gene:AT3G24630	58	82	86	102
gene:AT3G24640	0	0	0	0
gene:AT3G24650	17	3	0	0
gene:AT3G24660	564	473	252	307
gene:AT3G24670	119	143	255	355
gene:AT3G24690	0	0	0	0
gene:AT3G24700	0	0	0	0
gene:AT3G24710	0	0	0	0
gene:AT3G24715	65	60	61	139
gene:AT3G24730	65	87	68	59
gene:AT3G24740	562	499	421	489
gene:AT3G24750	7	29	22	18
gene:AT3G24760	391	372	232	291
gene:AT3G24770	472	475	283	354
gene:AT3G24780	2	6	8	8
gene:AT3G24790	1	0	1	4
gene:AT3G24800	423	402	269	289
gene:AT3G24810	156	154	51	61
gene:AT3G24820	162	153	80	102
gene:AT3G24830	4545	5037	4168	4416
gene:AT3G24840	256	221	44	106
gene:AT3G24850	0	0	0	0
gene:AT3G24860	207	152	164	157
gene:AT3G24870	696	740	618	710
gene:AT3G24880	771	752	642	737
gene:AT3G24890	30	52	15	52
gene:AT3G24900	50	44	2	4
gene:AT3G24929	64	29	28	61
gene:AT3G24982	7	6	4	6
gene:AT3G25010	715	495	47	56
gene:AT3G25012	0	0	0	0
gene:AT3G25011	11	12	12	8
gene:AT3G25013	46	48	29	44
gene:AT3G25014	0	0	0	0
gene:AT3G25020	448	274	98	136
gene:AT3G25030	114	101	55	97
gene:AT3G25040	841	830	563	677
gene:AT3G25050	0	0	0	0
gene:AT3G25060	22	14	32	35
gene:AT3G25070	966	766	456	635
gene:AT3G25080	0	0	0	0
gene:AT3G25090	0	0	0	0
gene:AT3G25100	109	93	79	93
gene:AT3G25110	346	307	212	332
gene:AT3G25120	255	300	148	253
gene:AT3G25130	111	101	88	88
gene:AT3G25140	1377	1484	1003	1426
gene:AT3G25150	1452	1305	1038	1393
gene:AT3G25160	0	0	0	0
gene:AT3G25165	0	0	0	0
gene:AT3G25170	0	0	0	0
gene:AT3G25180	235	162	4	11
gene:AT3G25190	63	120	177	202
gene:AT3G25200	0	0	0	0
gene:AT3G25210	189	229	242	291
gene:AT3G25220	1245	1112	488	591
gene:AT3G25221	1	2	0	0
gene:AT3G25230	2240	2088	1586	1437
gene:AT3G25240	1231	886	89	0
gene:AT3G25250	118	100	53	80
gene:AT3G25260	0	3	0	1
gene:AT3G25265	0	0	0	0
gene:AT3G25270	0	0	0	0
gene:AT3G25280	0	0	0	0
gene:AT3G25290	354	329	180	252
gene:AT3G25400	240	191	102	106
gene:AT3G25410	479	627	544	548
gene:AT3G25420	0	0	0	1
gene:AT3G25430	128	127	125	145
gene:AT3G25440	115	122	102	155
gene:AT3G25460	0	0	0	0
gene:AT3G25470	885	1005	710	906
gene:AT3G25480	513	650	700	713
gene:AT3G25490	2	1	0	0
gene:AT3G25493	0	0	0	0
gene:AT3G25500	1460	1468	1508	2819
gene:AT3G25505	6	2	0	0
gene:AT3G25510	185	194	50	54
gene:AT3G25520	9411	9677	6722	7557
gene:AT3G25530	1948	2311	1303	1683
gene:AT3G25540	472	615	360	392
gene:AT3G25545	337	372	278	256
gene:AT3G25550	0	0	1	0
gene:AT3G25560	244	209	327	362
gene:AT3G25570	116	68	153	155
gene:AT3G25573	0	0	0	0
gene:AT3G25577	0	0	0	0
gene:AT3G25580	256	229	110	139
gene:AT3G25585	603	531	438	562
gene:AT3G25590	106	115	108	90
gene:AT3G25597	100	99	20	59
gene:AT3G25600	429	361	191	177
gene:AT3G25610	2075	1439	237	344
gene:AT3G25620	101	77	84	132
gene:AT3G25640	193	124	40	65
gene:AT3G25650	0	0	0	0
gene:AT3G25655	4	2	4	2
gene:AT3G25660	1019	1192	1336	1674
gene:AT3G25670	16	24	118	114
gene:AT3G25680	304	313	290	366
gene:AT3G25690	4871	5239	8802	11957
gene:AT3G25700	193	247	175	111
gene:AT3G25710	278	274	306	299
gene:AT3G25716	0	0	0	0
gene:AT3G25717	137	139	284	391
gene:AT3G25719	0	0	0	0
gene:AT3G25720	0	0	0	0
gene:AT3G25727	0	0	0	0
gene:AT3G25730	161	124	40	60
gene:AT3G25740	264	242	165	166
gene:AT3G25750	0	0	0	0
gene:AT3G25760	3142	3417	1595	1621
gene:AT3G25770	5709	7309	6684	7207
gene:AT3G25780	1133	929	142	206
gene:AT3G25790	36	29	116	171
gene:AT3G25800	1344	1103	986	1096
gene:AT3G25805	236	319	394	545
gene:AT3G25810	0	0	2	0
gene:AT3G25820	199	293	1016	1208
gene:AT3G25830	281	288	1012	1168
gene:AT3G25840	1701	1688	1071	1356
gene:AT3G25850	1	0	0	0
gene:AT3G25855	21	22	8	12
gene:AT3G25860	1231	1402	1398	1332
gene:AT3G25870	130	147	72	36
gene:AT3G25880	24	18	25	12
gene:AT3G25882	445	323	8	40
gene:AT3G25890	502	481	733	748
gene:AT3G25900	325	229	119	196
gene:AT3G25905	43	41	6	12
gene:AT3G25910	1575	1581	1525	1667
gene:AT3G25920	4307	5263	5910	6778
gene:AT3G25930	99	146	185	357
gene:AT3G25940	90	87	58	86
gene:AT3G25950	6	10	12	6
gene:AT3G25960	0	0	0	0
gene:AT3G25970	41	42	54	44
gene:AT3G25980	198	131	130	158
gene:AT3G25990	108	78	23	33
gene:AT3G26000	665	563	448	454
gene:AT3G26010	2	0	0	0
gene:AT3G26020	766	603	535	570
gene:AT3G26030	1157	1251	1563	2140
gene:AT3G26040	51	55	44	21
gene:AT3G26050	46	56	31	27
gene:AT3G26060	4153	4952	4996	5424
gene:AT3G26070	1948	2152	1840	1950
gene:AT3G26080	497	483	220	260
gene:AT3G26085	533	577	417	469
gene:AT3G26090	810	689	269	333
gene:AT3G26100	1301	1153	703	956
gene:AT3G26110	0	0	0	0
gene:AT3G26115	126	91	53	90
gene:AT3G26120	14	20	6	6
gene:AT3G26130	19	16	8	11
gene:AT3G26125	0	0	0	0
gene:AT3G26135	47	33	31	36
gene:AT3G26140	0	4	1	0
gene:AT3G26147	0	0	0	0
gene:AT3G26150	0	0	0	0
gene:AT3G26160	2	1	0	0
gene:AT3G26170	997	883	214	243
gene:AT3G26180	2584	2195	458	607
gene:AT3G26190	0	1	0	0
gene:AT3G26200	379	293	105	169
gene:AT3G26210	3482	2957	204	275
gene:AT3G26220	1495	1066	425	430
gene:AT3G26230	1648	1588	221	289
gene:AT3G26235	1	0	0	0
gene:AT3G26237	0	0	0	0
gene:AT3G26240	261	233	607	511
gene:AT3G26250	0	0	0	0
gene:AT3G26270	0	0	3	2
gene:AT3G26280	372	330	598	328
gene:AT3G26290	1420	1400	309	298
gene:AT3G26300	471	572	526	533
gene:AT3G26310	150	246	194	235
gene:AT3G26320	338	377	40	37
gene:AT3G26330	90	74	92	111
gene:AT3G26340	294	292	207	314
gene:AT3G26350	29	34	14	4
gene:AT3G26355	0	0	0	0
gene:AT3G26360	232	192	145	155
gene:AT3G26370	916	811	486	670
gene:AT3G26380	1203	1052	521	531
gene:AT3G26390	0	0	0	0
gene:AT3G26395	364	441	410	488
gene:AT3G26400	810	765	608	767
gene:AT3G26410	202	203	199	215
gene:AT3G26430	0	0	0	0
gene:AT3G26420	5	0	3	0
gene:AT3G26440	466	350	145	232
gene:AT3G26445	0	0	0	0
gene:AT3G26450	0	0	0	0
gene:AT3G26460	177	151	88	88
gene:AT3G26470	173	205	122	105
gene:AT3G26480	10	8	4	6
gene:AT3G26490	54	49	118	99
gene:AT3G26500	768	625	161	85
gene:AT3G26510	750	562	1014	473
gene:AT3G26512	0	0	0	0
gene:AT3G26520	3273	3933	16510	17574
gene:AT3G26539	14	9	22	25
gene:AT3G26540	86	86	99	139
gene:AT3G26550	50	30	44	56
gene:AT3G26560	1669	1408	1288	1425
gene:AT3G26570	2103	1847	1450	1947
gene:AT3G26580	1404	1468	2613	2733
gene:AT3G26590	1223	1040	272	382
gene:AT3G26600	1086	834	475	506
gene:AT3G26610	33	58	36	65
gene:AT3G26616	1	2	2	2
gene:AT3G26618	734	647	584	613
gene:AT3G26620	0	0	4	0
gene:AT3G26630	436	423	619	623
gene:AT3G26640	195	249	327	366
gene:AT3G26650	19606	21687	29072	31606
gene:AT3G26660	0	0	1	0
gene:AT3G26670	894	787	502	599
gene:AT3G26680	154	117	215	291
gene:AT3G26690	183	141	320	323
gene:AT3G26700	106	113	172	203
gene:AT3G26710	1073	1382	1631	1733
gene:AT3G26720	1578	1516	1069	1265
gene:AT3G26730	1943	1639	1489	1626
gene:AT3G26740	10410	10977	16501	16733
gene:AT3G26742	2	6	0	0
gene:AT3G26744	648	610	727	737
gene:AT3G26750	101	96	118	122
gene:AT3G26760	133	82	151	156
gene:AT3G26770	162	112	132	137
gene:AT3G26780	1004	994	673	786
gene:AT3G26782	144	144	157	174
gene:AT3G26790	2	0	0	2
gene:AT3G26800	0	0	2	7
gene:AT3G26810	1031	1054	936	1098
gene:AT3G26820	52	36	2	3
gene:AT3G26830	6625	4249	31	116
gene:AT3G26840	1239	806	60	68
gene:AT3G26850	149	202	109	169
gene:AT3G26855	0	0	0	3
gene:AT3G26860	0	0	0	0
gene:AT3G26870	0	0	0	0
gene:AT3G26880	0	0	0	0
gene:AT3G26890	1053	955	1151	1411
gene:AT3G26900	559	693	935	1022
gene:AT3G26910	512	442	518	314
gene:AT3G26920	184	158	241	182
gene:AT3G26922	74	57	48	77
gene:AT3G26930	4	0	2	8
gene:AT3G26934	0	0	0	0
gene:AT3G26932	53	56	133	127
gene:AT3G26935	884	878	1030	1090
gene:AT3G26940	0	0	0	0
gene:AT3G26950	531	566	302	376
gene:AT3G26960	13	13	16	27
gene:AT3G26980	447	422	360	399
gene:AT3G26990	239	283	232	276
gene:AT3G27000	163	164	100	202
gene:AT3G27010	255	267	206	138
gene:AT3G27020	577	622	1008	1040
gene:AT3G27025	8	6	7	20
gene:AT3G27027	30	16	23	31
gene:AT3G27030	134	127	171	193
gene:AT3G27040	0	0	0	0
gene:AT3G27050	189	164	157	178
gene:AT3G27060	2039	2183	557	503
gene:AT3G27070	4	8	0	0
gene:AT3G27080	453	483	253	297
gene:AT3G27090	2914	2384	2027	2327
gene:AT3G27100	187	180	143	186
gene:AT3G27110	474	454	407	421
gene:AT3G27120	77	55	40	51
gene:AT3G27140	1	1	0	0
gene:AT3G27150	156	118	57	88
gene:AT3G27160	1895	2497	3695	3765
gene:AT3G27170	80	97	104	109
gene:AT3G27180	244	351	208	283
gene:AT3G27185	0	2	0	0
gene:AT3G27190	899	799	207	229
gene:AT3G27200	142	121	79	91
gene:AT3G27210	593	544	158	281
gene:AT3G27220	163	187	128	245
gene:AT3G27230	1242	1162	533	833
gene:AT3G27240	1906	1919	1059	1128
gene:AT3G27250	16	6	24	18
gene:AT3G27260	1528	1301	1402	1569
gene:AT3G27270	78	77	38	34
gene:AT3G27280	456	499	325	396
gene:AT3G27290	22	25	23	10
gene:AT3G27300	2328	2217	800	966
gene:AT3G27310	489	442	289	363
gene:AT3G27320	463	407	441	456
gene:AT3G27325	779	781	399	526
gene:AT3G27329	0	0	0	0
gene:AT3G27331	0	0	0	0
gene:AT3G27330	171	129	67	116
gene:AT3G27340	288	272	239	298
gene:AT3G27350	367	297	279	301
gene:AT3G27355	2	0	0	0
gene:AT3G27360	148	200	125	142
gene:AT3G27380	2234	1972	1003	1138
gene:AT3G27390	901	965	1059	1221
gene:AT3G27400	272	243	53	93
gene:AT3G27410	6	14	0	4
gene:AT3G27415	0	0	0	0
gene:AT3G27416	0	0	0	0
gene:AT3G27420	197	188	177	203
gene:AT3G27425	0	0	0	0
gene:AT3G27430	1439	1580	903	984
gene:AT3G27440	0	2	4	0
gene:AT3G27460	347	301	106	135
gene:AT3G27470	274	289	149	215
gene:AT3G27473	31	42	6	12
gene:AT3G27475	4	2	4	6
gene:AT3G27480	0	0	0	0
gene:AT3G27490	10	8	0	2
gene:AT3G27495	0	0	0	0
gene:AT3G27500	18	12	2	16
gene:AT3G27503	0	0	0	0
gene:AT3G27510	164	276	113	153
gene:AT3G27520	87	98	78	126
gene:AT3G27530	1132	1202	982	1114
gene:AT3G27540	97	154	100	89
gene:AT3G27550	179	132	90	184
gene:AT3G27560	280	293	325	310
gene:AT3G27570	1034	1015	557	551
gene:AT3G27580	248	221	179	169
gene:AT3G27590	0	1	1	2
gene:AT3G27600	0	2	0	0
gene:AT3G27610	363	279	126	234
gene:AT3G27620	12	4	4	8
gene:AT3G27630	36	40	8	10
gene:AT3G27640	73	81	19	46
gene:AT3G27650	26	46	50	61
gene:AT3G27660	4	12	54	26
gene:AT3G27670	765	628	594	686
gene:AT3G27680	0	0	0	0
gene:AT3G27690	95	113	89	101
gene:AT3G27700	613	537	527	641
gene:AT3G27710	6	2	6	4
gene:AT3G27720	0	0	0	0
gene:AT3G27730	26	32	18	14
gene:AT3G27740	1322	1134	980	1155
gene:AT3G27750	120	173	141	202
gene:AT3G27770	1512	1369	1839	2309
gene:AT3G27785	1	0	0	0
gene:AT3G27810	2	2	4	0
gene:AT3G27809	0	0	0	0
gene:AT3G27820	3052	2945	2275	2446
gene:AT3G27830	4106	4941	6162	6692
gene:AT3G27831	0	0	0	0
gene:AT3G27835	0	0	0	0
gene:AT3G27840	0	0	0	0
gene:AT3G27850	3458	4130	5606	6106
gene:AT3G27860	12	22	27	28
gene:AT3G27870	422	453	333	285
gene:AT3G27880	199	233	114	134
gene:AT3G27890	1371	1394	512	692
gene:AT3G27900	8	11	22	12
gene:AT3G27906	326	286	228	304
gene:AT3G27910	0	2	0	0
gene:AT3G27920	6	4	8	10
gene:AT3G27925	1292	1513	1560	1285
gene:AT3G27930	323	301	154	175
gene:AT3G27940	15	41	10	15
gene:AT3G27950	0	2	6	0
gene:AT3G27960	844	703	723	974
gene:AT3G27970	18	14	2	12
gene:AT3G27980	10	12	20	20
gene:AT3G27999	0	0	0	0
gene:AT3G28007	7	19	69	97
gene:AT3G28020	0	0	0	0
gene:AT3G28030	508	439	283	366
gene:AT3G28040	1285	1506	1857	2314
gene:AT3G28050	1957	1922	1204	986
gene:AT3G28060	4	0	6	0
gene:AT3G28070	405	337	263	291
gene:AT3G28080	144	209	204	292
gene:AT3G28100	619	537	190	197
gene:AT3G28120	0	0	0	0
gene:AT3G28130	121	125	200	159
gene:AT3G28140	198	205	107	126
gene:AT3G28150	38	50	23	21
gene:AT3G28155	3	1	4	2
gene:AT3G28170	10	7	22	20
gene:AT3G28180	1837	1621	1631	2644
gene:AT3G28190	0	0	0	0
gene:AT3G28193	2	0	0	1
gene:AT3G28200	744	913	936	1536
gene:AT3G28210	53	52	81	22
gene:AT3G28216	0	0	0	0
gene:AT3G28220	239	396	620	1162
gene:AT3G28223	0	0	0	0
gene:AT3G28230	0	0	0	0
gene:AT3G28243	0	0	0	0
gene:AT3G28250	0	0	0	0
gene:AT3G28270	295	238	266	272
gene:AT3G28280	0	0	0	0
gene:AT3G28290	26	26	368	410
gene:AT3G28291	0	0	0	0
gene:AT3G28300	18	34	409	422
gene:AT3G28310	0	0	0	0
gene:AT3G28320	0	0	0	0
gene:AT3G28330	0	0	0	0
gene:AT3G28335	2	0	0	0
gene:AT3G28340	273	192	52	66
gene:AT3G28345	262	314	620	903
gene:AT3G28360	18	10	0	0
gene:AT3G28370	136	111	92	96
gene:AT3G28380	0	8	1	0
gene:AT3G28390	1	0	0	2
gene:AT3G28410	0	0	2	0
gene:AT3G28415	0	0	1	0
gene:AT3G28420	14	4	40	28
gene:AT3G28430	474	460	289	393
gene:AT3G28450	892	727	579	634
gene:AT3G28455	39	51	47	72
gene:AT3G28460	393	381	363	382
gene:AT3G28470	0	0	1	0
gene:AT3G28480	1128	924	201	390
gene:AT3G28490	0	0	0	0
gene:AT3G28500	324	356	16	12
gene:AT3G28510	138	42	2	2
gene:AT3G28520	0	0	0	0
gene:AT3G28530	0	0	0	0
gene:AT3G28540	1478	1200	38	58
gene:AT3G28550	851	1215	3866	3878
gene:AT3G28560	6	11	0	6
gene:AT3G28570	2	8	0	0
gene:AT3G28580	1212	870	10	4
gene:AT3G28590	0	3	0	0
gene:AT3G28600	30	4	0	0
gene:AT3G28610	0	0	0	0
gene:AT3G28620	16	19	10	9
gene:AT3G28630	2	1	1	1
gene:AT3G28635	25	31	15	27
gene:AT3G28640	76	93	61	83
gene:AT3G28650	93	94	49	53
gene:AT3G28660	79	85	81	85
gene:AT3G28670	382	420	297	318
gene:AT3G28674	0	0	0	0
gene:AT3G28680	0	0	0	0
gene:AT3G28690	985	1036	951	1087
gene:AT3G28700	256	258	167	145
gene:AT3G28710	2019	2010	1666	1972
gene:AT3G28715	1379	1379	1060	1179
gene:AT3G28720	1257	1118	838	779
gene:AT3G28730	1243	1130	1033	1219
gene:AT3G28740	1488	1268	864	306
gene:AT3G28750	4	8	10	9
gene:AT3G28760	212	190	167	227
gene:AT3G28770	9	12	47	65
gene:AT3G28780	0	1	0	0
gene:AT3G28785	0	0	0	0
gene:AT3G28790	0	3	0	0
gene:AT3G28810	0	0	0	0
gene:AT3G28820	0	3	0	0
gene:AT3G28830	2	0	0	1
gene:AT3G28840	6	8	0	0
gene:AT3G28850	219	186	112	88
gene:AT3G28853	0	0	0	0
gene:AT3G28857	4	3	4	0
gene:AT3G28860	2481	2424	3123	2889
gene:AT3G28870	0	0	0	0
gene:AT3G28875	2	2	2	4
gene:AT3G28880	23	31	29	21
gene:AT3G28890	47	22	1	6
gene:AT3G28900	984	1106	826	1067
gene:AT3G28899	0	0	0	0
gene:AT3G28910	587	449	486	482
gene:AT3G28917	4	0	0	2
gene:AT3G28918	0	0	0	0
gene:AT3G28920	659	796	485	683
gene:AT3G28922	0	0	0	0
gene:AT3G28925	0	0	2	0
gene:AT3G28930	3670	2986	189	256
gene:AT3G28940	10975	9561	1781	2047
gene:AT3G28950	793	734	198	357
gene:AT3G28956	105	57	61	95
gene:AT3G28958	0	0	0	0
gene:AT3G28960	5	22	22	16
gene:AT3G28970	337	339	242	356
gene:AT3G28980	2	2	0	0
gene:AT3G28990	0	0	0	0
gene:AT3G29000	89	152	22	16
gene:AT3G29010	58	71	55	79
gene:AT3G29020	0	0	0	0
gene:AT3G29030	68	120	154	219
gene:AT3G29033	0	0	0	0
gene:AT3G29034	276	222	80	74
gene:AT3G29035	621	457	300	200
gene:AT3G29040	0	0	0	0
gene:AT3G29050	0	0	0	0
gene:AT3G29060	0	0	0	0
gene:AT3G29070	2	0	0	0
gene:AT3G29075	795	967	368	487
gene:AT3G29080	0	0	0	0
gene:AT3G29090	409	486	280	308
gene:AT3G29100	64	86	51	76
gene:AT3G29110	2	0	0	0
gene:AT3G29130	161	191	103	138
gene:AT3G29140	20	23	6	37
gene:AT3G29152	0	1	0	0
gene:AT3G29160	708	642	597	859
gene:AT3G29170	233	186	165	165
gene:AT3G29173	6	4	2	13
gene:AT3G29180	1294	1145	1002	1314
gene:AT3G29185	587	693	851	1056
gene:AT3G29190	0	3	11	2
gene:AT3G29200	1147	1153	529	592
gene:AT3G29230	462	486	389	413
gene:AT3G29240	5093	3958	4551	4807
gene:AT3G29250	501	268	180	256
gene:AT3G29255	0	0	0	0
gene:AT3G29260	2	0	0	0
gene:AT3G29270	396	398	320	492
gene:AT3G29280	42	27	50	81
gene:AT3G29290	464	531	529	767
gene:AT3G29300	19	20	6	4
gene:AT3G29305	2	6	0	0
gene:AT3G29310	619	531	509	627
gene:AT3G29320	6948	7194	3877	4438
gene:AT3G29330	47	54	50	67
gene:AT3G29340	0	0	4	0
gene:AT3G29350	485	499	382	409
gene:AT3G29360	2802	2676	2300	2784
gene:AT3G29370	4	2	122	223
gene:AT3G29375	235	211	152	159
gene:AT3G29380	0	0	0	0
gene:AT3G29385	0	0	0	0
gene:AT3G29390	845	796	737	918
gene:AT3G29400	622	485	270	538
gene:AT3G29410	907	999	95	190
gene:AT3G29430	129	137	23	12
gene:AT3G29450	0	0	0	0
gene:AT3G29455	0	0	0	0
gene:AT3G29560	0	2	0	0
gene:AT3G29570	0	0	0	0
gene:AT3G29575	333	329	317	331
gene:AT3G29580	4	0	0	2
gene:AT3G29590	26	20	10	22
gene:AT3G29630	14	6	19	26
gene:AT3G29633	0	3	0	0
gene:AT3G29635	0	2	4	0
gene:AT3G29636	0	0	0	0
gene:AT3G29631	2	8	0	0
gene:AT3G29637	0	0	2	0
gene:AT3G29638	0	2	0	0
gene:AT3G29639	9	6	8	6
gene:AT3G29645	0	0	0	0
gene:AT3G29670	102	44	398	286
gene:AT3G29680	41	25	62	86
gene:AT3G29690	0	0	0	1
gene:AT3G29720	0	0	0	2
gene:AT3G29740	0	0	0	0
gene:AT3G29750	0	0	0	0
gene:AT3G29760	419	413	278	299
gene:AT3G29763	0	0	0	0
gene:AT3G29765	0	0	0	0
gene:AT3G29785	0	2	0	0
gene:AT3G29770	172	179	123	190
gene:AT3G29780	12	36	66	72
gene:AT3G29790	0	0	0	0
gene:AT3G29791	0	0	0	0
gene:AT3G29796	0	0	0	0
gene:AT3G29797	0	0	0	0
gene:AT3G29800	0	0	0	0
gene:AT3G29810	279	260	84	82
gene:AT3G29830	0	0	0	0
gene:AT3G29970	4	1	0	0
gene:AT3G30160	0	0	1	0
gene:AT3G30165	0	0	0	0
gene:AT3G30180	545	442	136	212
gene:AT3G30200	1	8	11	8
gene:AT3G30210	0	4	1	10
gene:AT3G30220	1	0	0	0
gene:AT3G30222	0	0	0	0
gene:AT3G30230	0	0	0	0
gene:AT3G30235	0	0	0	0
gene:AT3G30247	0	0	0	0
gene:AT3G30260	166	221	0	9
gene:AT3G30280	2	0	0	0
gene:AT3G30290	0	0	0	0
gene:AT3G30300	856	776	588	849
gene:AT3G30305	0	0	2	5
gene:AT3G30320	0	0	0	0
gene:AT3G30340	0	0	40	45
gene:AT3G30350	33	52	37	37
gene:AT3G30370	0	0	0	1
gene:AT3G30380	251	193	165	238
gene:AT3G30390	6152	5879	4465	4560
gene:AT3G30383	0	0	0	0
gene:AT3G30385	0	0	0	0
gene:AT3G30387	0	0	0	0
gene:AT3G30430	0	0	0	0
gene:AT3G30460	56	64	22	26
gene:AT3G30520	0	0	0	0
gene:AT3G30525	0	0	0	0
gene:AT3G30530	0	0	2	0
gene:AT3G30540	0	0	0	0
gene:AT3G30580	2	0	0	0
gene:AT3G30705	0	0	0	0
gene:AT3G30720	17	6	44	13
gene:AT3G30725	26	32	0	4
gene:AT3G30730	5	17	8	2
gene:AT3G30739	0	0	0	0
gene:AT3G30770	0	0	4	0
gene:AT3G30775	3709	4445	10100	13171
gene:AT3G30805	0	0	0	0
gene:AT3G30820	0	0	0	0
gene:AT3G30823	0	0	0	0
gene:AT3G30840	0	2	0	0
gene:AT3G30841	268	166	116	130
gene:AT3G30842	18	15	0	4
gene:AT3G30845	0	0	0	0
gene:AT3G31350	0	0	0	0
gene:AT3G31402	0	0	0	0
gene:AT3G31430	0	0	0	0
gene:AT3G31550	0	1	0	0
gene:AT3G31560	0	0	0	0
gene:AT3G31900	0	0	0	0
gene:AT3G31910	2	1	0	0
gene:AT3G31925	0	0	0	0
gene:AT3G31950	0	0	0	0
gene:AT3G32030	31	43	22	40
gene:AT3G32040	28	20	36	46
