Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT4G03630	0	0	0	0
gene:AT4G03635	61	85	65	99
gene:AT4G03645	0	0	0	0
gene:AT4G03728	0	0	0	0
gene:AT4G03740	0	0	0	0
gene:AT4G03820	135	174	197	238
gene:AT4G03830	0	0	0	0
gene:AT4G03930	6	4	2	12
gene:AT4G03940	115	146	104	113
gene:AT4G03945	0	0	0	0
gene:AT4G03950	0	0	0	0
gene:AT4G03960	150	171	198	87
gene:AT4G03965	18	8	8	4
gene:AT4G04020	1793	2542	1752	2015
gene:AT4G04025	2	4	0	4
gene:AT4G04030	0	2	1	0
gene:AT4G04040	1648	2056	1838	1709
gene:AT4G04078	0	0	0	0
gene:AT4G04080	0	0	0	0
gene:AT4G04090	0	0	0	0
gene:AT4G04110	0	0	0	0
gene:AT4G04180	109	104	105	57
gene:AT4G04190	51	59	36	36
gene:AT4G04200	154	173	141	139
gene:AT4G04210	653	696	509	492
gene:AT4G04220	97	125	98	215
gene:AT4G04260	0	2	0	0
gene:AT4G04265	2	0	0	0
gene:AT4G04320	321	411	380	419
gene:AT4G04330	561	734	598	663
gene:AT4G04340	2226	2891	2673	2906
gene:AT4G04350	861	1154	748	1068
gene:AT4G04360	46	40	23	35
gene:AT4G04370	118	152	160	153
gene:AT4G04402	0	0	1	0
gene:AT4G04404	0	0	0	0
gene:AT4G04415	2	0	1	0
gene:AT4G04423	0	2	0	0
gene:AT4G04450	44	28	33	38
gene:AT4G04460	77	72	46	80
gene:AT4G04470	198	257	214	224
gene:AT4G04480	0	0	0	0
gene:AT4G04490	10	13	14	20
gene:AT4G04500	2	2	0	0
gene:AT4G04510	2	0	0	0
gene:AT4G04540	9	18	12	18
gene:AT4G04555	0	0	0	0
gene:AT4G04570	746	953	797	864
gene:AT4G04580	0	0	0	0
gene:AT4G04601	0	0	0	0
gene:AT4G04605	0	0	0	0
gene:AT4G04610	4042	4636	2011	994
gene:AT4G04614	154	188	209	179
gene:AT4G04620	382	379	350	286
gene:AT4G04630	480	388	457	370
gene:AT4G04632	0	0	0	0
gene:AT4G04640	15496	18004	16031	18055
gene:AT4G04650	0	0	0	0
gene:AT4G04670	219	299	226	191
gene:AT4G04680	0	0	2	4
gene:AT4G04690	0	0	0	0
gene:AT4G04695	62	80	45	180
gene:AT4G04700	68	72	68	64
gene:AT4G04710	5	5	2	2
gene:AT4G04720	768	939	827	1024
gene:AT4G04730	0	0	0	0
gene:AT4G04740	488	663	473	750
gene:AT4G04745	72	58	75	101
gene:AT4G04750	147	139	96	105
gene:AT4G04760	6	15	7	3
gene:AT4G04770	2645	2667	2503	2201
gene:AT4G04775	0	0	0	0
gene:AT4G04780	88	130	95	141
gene:AT4G04790	62	77	56	91
gene:AT4G04800	256	328	249	251
gene:AT4G04810	79	113	80	106
gene:AT4G04830	943	1206	1082	931
gene:AT4G04840	528	762	686	820
gene:AT4G04850	789	955	768	784
gene:AT4G04860	264	372	310	314
gene:AT4G04870	163	170	130	142
gene:AT4G04880	171	200	168	184
gene:AT4G04885	711	758	754	837
gene:AT4G04890	1248	1461	1293	1304
gene:AT4G04900	15	7	15	13
gene:AT4G04910	784	902	829	1050
gene:AT4G04920	611	767	690	824
gene:AT4G04925	114	116	151	179
gene:AT4G04930	4	4	2	2
gene:AT4G04940	244	264	196	252
gene:AT4G04950	691	818	822	982
gene:AT4G04955	172	223	183	255
gene:AT4G04957	0	0	0	0
gene:AT4G04960	386	456	481	388
gene:AT4G04970	573	624	642	708
gene:AT4G04972	8	3	2	6
gene:AT4G04980	0	0	0	0
gene:AT4G04985	0	0	0	0
gene:AT4G04990	22	25	12	38
gene:AT4G05000	227	299	260	234
gene:AT4G05010	55	61	82	77
gene:AT4G05018	0	0	0	0
gene:AT4G05020	282	409	307	429
gene:AT4G05030	0	2	0	0
gene:AT4G05040	174	197	168	207
gene:AT4G05050	4293	4904	4910	4328
gene:AT4G05060	273	333	370	389
gene:AT4G05070	1578	1682	1621	882
gene:AT4G05071	1	2	5	4
gene:AT4G05080	0	0	0	0
gene:AT4G05090	235	262	291	306
gene:AT4G05091	3	2	0	0
gene:AT4G05095	5	0	2	4
gene:AT4G05097	6	9	1	4
gene:AT4G05100	73	96	42	52
gene:AT4G05110	18	43	13	17
gene:AT4G05120	58	50	57	107
gene:AT4G05130	24	25	27	38
gene:AT4G05140	0	0	0	2
gene:AT4G05150	2683	2977	3043	3171
gene:AT4G05160	1010	1142	920	1018
gene:AT4G05170	3	17	11	8
gene:AT4G05180	8204	9010	8299	9007
gene:AT4G05190	186	245	166	267
gene:AT4G05200	123	195	85	179
gene:AT4G05210	25	17	13	18
gene:AT4G05220	0	0	0	0
gene:AT4G05230	0	0	0	0
gene:AT4G05240	0	0	0	0
gene:AT4G05250	0	0	0	0
gene:AT4G05260	0	0	0	0
gene:AT4G05270	0	0	0	0
gene:AT4G05310	0	0	0	0
gene:AT4G05320	22453	25999	25579	25056
gene:AT4G05330	243	327	308	394
gene:AT4G05340	0	0	0	0
gene:AT4G05350	0	0	2	0
gene:AT4G05360	0	0	0	0
gene:AT4G05380	6	4	0	6
gene:AT4G05390	313	438	336	465
gene:AT4G05400	255	270	243	246
gene:AT4G05410	340	333	288	352
gene:AT4G05420	1472	1653	1656	1774
gene:AT4G05430	2	7	6	7
gene:AT4G05440	182	312	192	209
gene:AT4G05450	81	91	85	105
gene:AT4G05460	226	215	306	281
gene:AT4G05470	1	0	2	0
gene:AT4G05475	0	0	0	0
gene:AT4G05490	0	4	0	0
gene:AT4G05497	2	2	2	6
gene:AT4G05520	132	130	150	172
gene:AT4G05523	0	0	0	0
gene:AT4G05530	433	554	437	499
gene:AT4G05540	0	2	0	0
gene:AT4G05553	0	0	0	0
gene:AT4G05555	0	0	0	0
gene:AT4G05590	78	83	52	48
gene:AT4G05612	0	0	0	0
gene:AT4G05620	0	0	0	0
gene:AT4G05630	0	0	0	0
gene:AT4G05631	132	166	441	171
gene:AT4G05632	2	0	0	0
gene:AT4G06479	0	0	0	0
gene:AT4G06490	0	0	0	0
gene:AT4G06526	0	0	0	0
gene:AT4G06534	98	90	108	61
gene:AT4G06536	55	64	59	40
gene:AT4G06639	0	0	0	0
gene:AT4G06583	0	0	0	0
gene:AT4G06598	106	114	107	140
gene:AT4G06599	394	436	350	380
gene:AT4G06643	0	0	0	0
gene:AT4G06634	281	296	222	328
gene:AT4G06655	0	0	0	0
gene:AT4G06676	139	148	172	169
gene:AT4G06688	0	0	0	0
gene:AT4G06744	572	646	453	627
gene:AT4G06746	116	158	306	192
gene:AT4G07325	0	0	0	0
gene:AT4G07350	0	0	2	0
gene:AT4G07380	0	0	0	0
gene:AT4G07390	342	406	400	459
gene:AT4G07400	158	171	188	218
gene:AT4G07410	1205	1506	1355	1520
gene:AT4G07408	0	0	0	0
gene:AT4G07445	0	0	0	0
gene:AT4G07455	67	114	107	125
gene:AT4G07515	0	0	0	0
gene:AT4G07524	0	0	0	0
gene:AT4G07526	0	0	0	0
gene:AT4G07666	0	0	0	0
gene:AT4G07670	4	1	8	3
gene:AT4G07675	0	0	0	0
gene:AT4G07740	0	0	0	0
gene:AT4G07820	42	34	80	66
gene:AT4G07825	896	960	1061	1097
gene:AT4G07835	0	0	0	0
gene:AT4G07868	0	2	2	0
gene:AT4G07932	0	0	0	0
gene:AT4G07940	3	2	0	0
gene:AT4G07950	114	142	127	134
gene:AT4G07960	28	73	61	66
gene:AT4G07965	0	0	0	0
gene:AT4G07990	198	257	224	275
gene:AT4G07995	10	8	4	0
gene:AT4G08025	0	0	0	0
gene:AT4G08028	0	0	0	0
gene:AT4G08039	0	0	0	0
gene:AT4G08040	127	118	72	60
gene:AT4G08097	0	0	0	0
gene:AT4G08140	1	0	0	0
gene:AT4G08150	134	170	132	191
gene:AT4G08160	81	116	83	79
gene:AT4G08170	240	344	215	258
gene:AT4G08180	558	635	680	658
gene:AT4G08190	1	0	0	2
gene:AT4G08210	38	52	34	58
gene:AT4G08230	296	284	282	333
gene:AT4G08240	133	142	116	141
gene:AT4G08250	14	23	4	4
gene:AT4G08260	2	1	0	0
gene:AT4G08263	0	0	0	0
gene:AT4G08267	0	0	0	0
gene:AT4G08270	0	0	0	0
gene:AT4G08280	335	378	273	413
gene:AT4G08290	159	180	185	155
gene:AT4G08300	8	12	22	31
gene:AT4G08310	530	696	405	544
gene:AT4G08320	258	318	228	288
gene:AT4G08330	109	148	165	182
gene:AT4G08350	1225	1500	1304	1486
gene:AT4G08360	7	4	2	5
gene:AT4G08370	0	0	0	0
gene:AT4G08380	0	0	0	0
gene:AT4G08390	981	1062	1052	1074
gene:AT4G08395	0	0	0	0
gene:AT4G08400	312	459	243	286
gene:AT4G08406	0	0	0	0
gene:AT4G08410	435	552	352	395
gene:AT4G08430	0	0	0	0
gene:AT4G08450	0	6	16	9
gene:AT4G08455	111	132	114	137
gene:AT4G08460	746	825	903	1037
gene:AT4G08470	303	338	277	644
gene:AT4G08480	333	414	398	490
gene:AT4G08485	0	0	0	0
gene:AT4G08500	705	937	876	740
gene:AT4G08510	267	304	247	297
gene:AT4G08520	473	639	524	667
gene:AT4G08530	0	0	0	0
gene:AT4G08535	3	11	0	9
gene:AT4G08540	430	434	355	353
gene:AT4G08545	5	6	1	3
gene:AT4G08550	0	2	4	0
gene:AT4G08555	230	219	139	84
gene:AT4G08560	0	0	0	0
gene:AT4G08570	48	26	11	27
gene:AT4G08580	309	335	323	336
gene:AT4G08590	43	53	36	68
gene:AT4G08593	0	0	0	0
gene:AT4G08620	4	17	25	28
gene:AT4G08630	0	0	0	2
gene:AT4G08640	0	0	0	0
gene:AT4G08670	0	0	0	0
gene:AT4G08685	272	279	275	355
gene:AT4G08690	300	330	286	405
gene:AT4G08691	0	0	0	0
gene:AT4G08700	169	203	152	158
gene:AT4G08730	0	0	0	0
gene:AT4G08740	0	0	0	0
gene:AT4G08760	0	0	0	0
gene:AT4G08770	103	105	63	204
gene:AT4G08780	20	16	24	35
gene:AT4G08790	91	117	90	113
gene:AT4G08800	0	0	2	0
gene:AT4G08810	1136	1274	1289	1479
gene:AT4G08840	0	0	0	0
gene:AT4G08850	2019	2392	2068	2724
gene:AT4G08870	608	822	786	968
gene:AT4G08869	0	0	0	0
gene:AT4G08867	0	0	0	0
gene:AT4G08868	2	3	6	7
gene:AT4G08874	4	5	2	16
gene:AT4G08875	0	0	0	0
gene:AT4G08876	0	0	0	0
gene:AT4G08878	0	0	0	0
gene:AT4G08895	0	0	0	0
gene:AT4G08900	298	310	301	331
gene:AT4G08910	13	20	29	13
gene:AT4G08920	3379	3556	3403	3632
gene:AT4G08930	279	327	422	599
gene:AT4G08940	99	118	103	122
gene:AT4G08950	7008	7607	2595	9166
gene:AT4G08960	406	357	358	324
gene:AT4G08980	745	961	918	1008
gene:AT4G08990	4	4	2	3
gene:AT4G09000	3955	4970	4947	5246
gene:AT4G09010	2288	2943	2527	2874
gene:AT4G09012	17	23	26	42
gene:AT4G09020	978	1306	913	1345
gene:AT4G09030	65	87	61	109
gene:AT4G09035	0	0	0	0
gene:AT4G09040	1400	1688	1449	1855
gene:AT4G09060	37	40	44	44
gene:AT4G09070	0	4	0	6
gene:AT4G09080	19	32	37	9
gene:AT4G09090	0	0	0	0
gene:AT4G09100	0	9	2	4
gene:AT4G09110	0	0	0	0
gene:AT4G09120	0	0	0	0
gene:AT4G09130	10	0	6	4
gene:AT4G09140	231	229	228	237
gene:AT4G09150	1984	2183	2110	2374
gene:AT4G09153	0	0	0	0
gene:AT4G09160	559	706	733	986
gene:AT4G09170	0	6	2	6
gene:AT4G09180	192	219	164	201
gene:AT4G09190	0	0	0	0
gene:AT4G09200	114	156	114	152
gene:AT4G09210	0	0	0	0
gene:AT4G09250	105	102	105	151
gene:AT4G09260	0	0	0	0
gene:AT4G09300	8	12	4	3
gene:AT4G09310	119	109	109	142
gene:AT4G09320	2674	3085	2936	2898
gene:AT4G09340	258	349	323	370
gene:AT4G09350	342	373	302	334
gene:AT4G09355	0	0	0	0
gene:AT4G09360	0	0	0	0
gene:AT4G09420	41	79	64	95
gene:AT4G09430	8	1	4	0
gene:AT4G09435	56	46	23	42
gene:AT4G09440	0	0	0	0
gene:AT4G09450	0	0	0	0
gene:AT4G09460	243	236	162	258
gene:AT4G09462	0	0	0	0
gene:AT4G09464	0	0	0	0
gene:AT4G09465	0	1	0	0
gene:AT4G09466	0	0	0	0
gene:AT4G09467	0	0	0	0
gene:AT4G09490	43	34	47	88
gene:AT4G09500	100	119	100	80
gene:AT4G09510	234	313	349	311
gene:AT4G09520	137	152	152	169
gene:AT4G09530	0	0	0	0
gene:AT4G09545	0	0	0	0
gene:AT4G09550	133	139	108	123
gene:AT4G09560	188	190	196	141
gene:AT4G09570	640	745	524	591
gene:AT4G09580	278	317	339	275
gene:AT4G09585	0	0	0	0
gene:AT4G09589	0	0	0	0
gene:AT4G09590	0	0	0	0
gene:AT4G09600	0	2	2	6
gene:AT4G09610	0	0	0	0
gene:AT4G09620	545	728	612	741
gene:AT4G09630	447	617	594	652
gene:AT4G09640	202	295	272	291
gene:AT4G09647	0	0	0	0
gene:AT4G09649	0	1	0	2
gene:AT4G09650	7214	8547	6852	8674
gene:AT4G09660	0	0	0	0
gene:AT4G09670	1152	1398	1200	1241
gene:AT4G09680	474	667	571	625
gene:AT4G09690	0	0	0	0
gene:AT4G09720	302	421	362	462
gene:AT4G09730	1119	1391	1050	1186
gene:AT4G09731	4	1	0	0
gene:AT4G09740	0	0	0	0
gene:AT4G09750	140	179	103	93
gene:AT4G09760	583	790	612	515
gene:AT4G09770	153	195	292	312
gene:AT4G09775	0	0	0	0
gene:AT4G09780	6	4	6	6
gene:AT4G09784	1	0	0	2
gene:AT4G09795	0	0	0	0
gene:AT4G09800	2315	2445	2704	2960
gene:AT4G09810	92	151	108	102
gene:AT4G09820	1	10	2	16
gene:AT4G09830	967	1019	1150	1119
gene:AT4G09840	5	16	12	10
gene:AT4G09850	0	0	0	0
gene:AT4G09860	0	0	0	0
gene:AT4G09870	0	0	0	0
gene:AT4G09880	0	0	0	0
gene:AT4G09890	272	259	276	304
gene:AT4G09900	270	291	239	243
gene:AT4G09920	42	27	27	12
gene:AT4G09930	0	0	0	0
gene:AT4G09940	0	2	1	0
gene:AT4G09950	64	75	42	127
gene:AT4G09960	0	0	0	0
gene:AT4G09965	0	0	0	0
gene:AT4G09970	97	116	69	148
gene:AT4G09980	548	582	573	687
gene:AT4G09984	0	0	0	0
gene:AT4G09990	80	102	55	68
gene:AT4G10000	243	288	202	236
gene:AT4G10010	0	2	0	0
gene:AT4G10020	6	7	2	6
gene:AT4G10030	339	364	319	327
gene:AT4G10040	153	248	156	187
gene:AT4G10050	176	216	203	243
gene:AT4G10060	1048	1378	992	1154
gene:AT4G10070	309	414	391	359
gene:AT4G10080	2099	2296	2445	2623
gene:AT4G10090	107	137	138	119
gene:AT4G10100	182	201	155	228
gene:AT4G10110	169	160	143	173
gene:AT4G10115	0	0	0	0
gene:AT4G10120	1859	2408	1530	1431
gene:AT4G10130	132	138	204	190
gene:AT4G10140	116	164	194	147
gene:AT4G10150	15	26	17	16
gene:AT4G10160	3	0	0	8
gene:AT4G10170	214	237	258	285
gene:AT4G10180	789	914	669	703
gene:AT4G10190	0	0	0	0
gene:AT4G10200	8	4	6	6
gene:AT4G10210	0	0	0	0
gene:AT4G10220	0	0	0	0
gene:AT4G10230	0	0	0	0
gene:AT4G10240	0	0	0	0
gene:AT4G10250	0	0	2	0
gene:AT4G10260	0	0	0	0
gene:AT4G10265	2	2	0	4
gene:AT4G10270	22	12	10	58
gene:AT4G10280	120	124	84	124
gene:AT4G10290	0	0	0	0
gene:AT4G10300	1766	1950	1737	2215
gene:AT4G10305	0	0	0	0
gene:AT4G10310	99	84	87	83
gene:AT4G10320	2287	2794	2535	2907
gene:AT4G10330	109	125	110	92
gene:AT4G10340	14678	17180	17801	16317
gene:AT4G10350	11	6	4	8
gene:AT4G10360	384	384	306	315
gene:AT4G10370	20	14	18	11
gene:AT4G10380	122	225	224	233
gene:AT4G10390	50	60	34	56
gene:AT4G10400	134	164	121	121
gene:AT4G10410	0	0	0	0
gene:AT4G10420	31	25	28	28
gene:AT4G10430	345	380	286	275
gene:AT4G10440	10	2	0	0
gene:AT4G10450	731	865	767	845
gene:AT4G10457	0	0	0	0
gene:AT4G10465	0	8	0	0
gene:AT4G10470	165	241	171	259
gene:AT4G10480	1894	2123	1964	2247
gene:AT4G10490	0	0	0	0
gene:AT4G10500	10	2	4	21
gene:AT4G10510	4	0	5	6
gene:AT4G10520	0	0	0	0
gene:AT4G10530	0	0	0	0
gene:AT4G10540	0	0	0	0
gene:AT4G10550	76	92	54	110
gene:AT4G10560	16	16	18	16
gene:AT4G10570	416	515	449	481
gene:AT4G10590	492	632	505	592
gene:AT4G10595	0	0	0	0
gene:AT4G10600	45	40	40	26
gene:AT4G10603	0	0	0	0
gene:AT4G10610	923	1003	1151	1051
gene:AT4G10613	0	0	0	0
gene:AT4G10620	286	252	267	255
gene:AT4G10630	38	47	38	57
gene:AT4G10640	11	17	12	20
gene:AT4G10650	15	41	24	28
gene:AT4G10660	0	0	0	0
gene:AT4G10670	0	3	2	0
gene:AT4G10680	0	0	0	0
gene:AT4G10695	2	0	0	2
gene:AT4G10700	2	0	0	0
gene:AT4G10710	1585	1827	1758	1692
gene:AT4G10720	0	8	4	10
gene:AT4G10730	622	788	539	698
gene:AT4G10740	2	0	0	0
gene:AT4G10750	361	408	403	392
gene:AT4G10760	394	486	374	377
gene:AT4G10767	0	0	0	0
gene:AT4G10770	575	633	574	564
gene:AT4G10780	2	4	0	0
gene:AT4G10790	866	1002	899	976
gene:AT4G10800	80	83	107	104
gene:AT4G10810	266	281	322	339
gene:AT4G10820	0	0	0	0
gene:AT4G10840	1703	1910	1805	2298
gene:AT4G10843	10	5	20	7
gene:AT4G10850	0	0	0	2
gene:AT4G10860	0	0	0	0
gene:AT4G10870	0	0	0	0
gene:AT4G10880	0	0	0	0
gene:AT4G10890	126	127	132	161
gene:AT4G10895	0	0	0	0
gene:AT4G10910	0	0	0	0
gene:AT4G10920	735	878	718	883
gene:AT4G10925	269	297	259	330
gene:AT4G10930	392	471	386	482
gene:AT4G10950	2	0	2	0
gene:AT4G10955	86	122	86	108
gene:AT4G10960	52	70	40	104
gene:AT4G10970	430	488	407	601
gene:AT4G11000	38	27	25	46
gene:AT4G11010	1723	1821	1673	1947
gene:AT4G11020	2	0	0	0
gene:AT4G11030	0	0	0	1
gene:AT4G11040	0	0	2	0
gene:AT4G11050	25	30	33	25
gene:AT4G11060	141	157	114	145
gene:AT4G11070	0	0	0	0
gene:AT4G11080	110	140	109	165
gene:AT4G11090	174	208	178	232
gene:AT4G11100	353	430	340	465
gene:AT4G11110	792	966	716	832
gene:AT4G11120	270	388	322	347
gene:AT4G11130	222	185	206	166
gene:AT4G11140	54	52	34	40
gene:AT4G11150	3070	3763	3497	3843
gene:AT4G11160	714	861	668	825
gene:AT4G11170	2	1	0	0
gene:AT4G11175	650	714	680	670
gene:AT4G11180	0	0	0	0
gene:AT4G11190	40	34	22	38
gene:AT4G11210	34	26	14	8
gene:AT4G11211	266	271	243	251
gene:AT4G11220	705	673	731	647
gene:AT4G11230	29	25	19	17
gene:AT4G11240	592	745	817	872
gene:AT4G11250	2	2	2	4
gene:AT4G11260	1343	1526	1537	1870
gene:AT4G11270	697	961	899	1044
gene:AT4G11280	1322	1572	401	284
gene:AT4G11290	100	163	126	166
gene:AT4G11300	218	290	200	214
gene:AT4G11310	48	65	15	29
gene:AT4G11320	8615	9326	6399	6818
gene:AT4G11330	282	325	307	179
gene:AT4G11340	0	0	0	0
gene:AT4G11350	28	35	13	15
gene:AT4G11360	826	954	677	444
gene:AT4G11370	42	59	41	18
gene:AT4G11373	0	0	0	0
gene:AT4G11380	1312	1609	1591	1585
gene:AT4G11385	0	0	0	0
gene:AT4G11390	0	2	0	0
gene:AT4G11393	0	0	0	0
gene:AT4G11400	16	23	16	20
gene:AT4G11402	0	0	0	0
gene:AT4G11410	318	324	268	347
gene:AT4G11420	3236	4116	3013	4395
gene:AT4G11430	2	1	1	5
gene:AT4G11440	77	91	50	91
gene:AT4G11450	127	170	155	160
gene:AT4G11460	1	2	13	0
gene:AT4G11470	0	2	4	0
gene:AT4G11480	0	0	4	2
gene:AT4G11485	85	66	47	78
gene:AT4G11490	0	0	0	0
gene:AT4G11510	0	0	0	0
gene:AT4G11521	30	53	34	26
gene:AT4G11530	63	161	65	130
gene:AT4G11540	0	0	0	0
gene:AT4G11543	0	2	0	0
gene:AT4G11547	15	12	10	16
gene:AT4G11550	18	33	18	32
gene:AT4G11560	654	713	623	768
gene:AT4G11570	1323	1679	1366	1373
gene:AT4G11580	0	0	0	0
gene:AT4G11590	7	8	5	1
gene:AT4G11600	2795	3271	2637	2283
gene:AT4G11610	49	66	53	66
gene:AT4G11630	239	327	280	337
gene:AT4G11640	76	58	48	84
gene:AT4G11650	499	569	632	924
gene:AT4G11653	0	0	0	0
gene:AT4G11655	2	7	6	2
gene:AT4G11660	416	413	258	153
gene:AT4G11670	343	349	338	362
gene:AT4G11680	335	332	308	394
gene:AT4G11690	36	56	32	43
gene:AT4G11700	6	8	5	6
gene:AT4G11720	0	7	0	5
gene:AT4G11730	0	0	0	0
gene:AT4G11740	438	568	432	409
gene:AT4G11745	0	0	0	0
gene:AT4G11750	0	0	0	0
gene:AT4G11760	0	0	0	0
gene:AT4G11770	0	0	0	0
gene:AT4G11780	21	15	10	40
gene:AT4G11790	592	758	527	598
gene:AT4G11800	388	503	485	489
gene:AT4G11810	2	2	8	0
gene:AT4G11820	676	770	716	749
gene:AT4G11830	782	901	875	1104
gene:AT4G11840	222	294	199	290
gene:AT4G11845	40	85	56	61
gene:AT4G11850	622	956	778	1058
gene:AT4G11860	482	624	496	529
gene:AT4G11870	0	0	0	0
gene:AT4G11880	63	100	74	115
gene:AT4G11890	32	36	39	54
gene:AT4G11900	278	413	227	625
gene:AT4G11910	39	24	23	39
gene:AT4G11911	0	5	0	0
gene:AT4G11920	123	109	105	115
gene:AT4G11930	0	0	0	0
gene:AT4G11940	0	0	0	0
gene:AT4G11950	11	35	6	10
gene:AT4G11960	623	630	514	587
gene:AT4G11970	126	142	116	150
gene:AT4G11980	145	189	161	192
gene:AT4G11990	36	39	28	15
gene:AT4G12000	96	95	131	102
gene:AT4G12005	10	9	8	0
gene:AT4G12010	252	337	292	419
gene:AT4G12020	478	402	473	582
gene:AT4G12030	378	408	329	367
gene:AT4G12040	913	1092	1150	1014
gene:AT4G12050	74	88	72	105
gene:AT4G12060	852	1087	953	1062
gene:AT4G12070	273	262	255	222
gene:AT4G12080	233	266	233	264
gene:AT4G12090	21	47	42	32
gene:AT4G12100	0	0	0	0
gene:AT4G12110	252	314	384	417
gene:AT4G12120	94	151	117	179
gene:AT4G12130	122	99	92	94
gene:AT4G12140	0	0	0	0
gene:AT4G12150	0	0	0	0
gene:AT4G12170	0	0	0	0
gene:AT4G12190	0	0	0	0
gene:AT4G12210	0	0	0	0
gene:AT4G12220	0	0	0	0
gene:AT4G12230	594	643	621	774
gene:AT4G12240	54	71	78	113
gene:AT4G12250	255	264	333	284
gene:AT4G12270	22	18	21	18
gene:AT4G12280	2	1	1	0
gene:AT4G12290	1971	2204	1680	1535
gene:AT4G12300	326	346	360	389
gene:AT4G12310	920	1088	738	596
gene:AT4G12320	1455	1677	864	1080
gene:AT4G12330	146	125	88	94
gene:AT4G12334	1	0	2	0
gene:AT4G12340	468	501	517	596
gene:AT4G12350	2	10	10	6
gene:AT4G12360	0	0	0	0
gene:AT4G12370	0	0	0	4
gene:AT4G12380	0	0	2	3
gene:AT4G12382	5	10	5	11
gene:AT4G12390	666	668	586	524
gene:AT4G12400	634	536	530	156
gene:AT4G12410	6	15	4	2
gene:AT4G12420	3013	3659	3627	5984
gene:AT4G12430	44	54	60	81
gene:AT4G12440	3	1	1	3
gene:AT4G12450	12	24	16	36
gene:AT4G12460	422	585	510	548
gene:AT4G12470	340	475	299	331
gene:AT4G12480	430	524	448	567
gene:AT4G12485	0	0	0	0
gene:AT4G12490	25	40	33	66
gene:AT4G12495	0	0	0	0
gene:AT4G12500	25	25	58	47
gene:AT4G12510	216	349	169	261
gene:AT4G12520	254	390	217	352
gene:AT4G12530	8	2	0	0
gene:AT4G12540	36	30	11	21
gene:AT4G12543	0	0	0	0
gene:AT4G12545	10	19	13	39
gene:AT4G12550	5	0	5	5
gene:AT4G12555	0	0	0	0
gene:AT4G12560	1086	1247	1099	1115
gene:AT4G12570	474	633	620	696
gene:AT4G12580	4	6	2	5
gene:AT4G12590	613	711	693	716
gene:AT4G12600	636	908	841	928
gene:AT4G12610	452	511	381	523
gene:AT4G12617	0	0	0	0
gene:AT4G12620	126	111	91	134
gene:AT4G12640	354	426	349	456
gene:AT4G12650	1917	2338	2286	2714
gene:AT4G12670	268	289	245	264
gene:AT4G12680	63	119	75	143
gene:AT4G12690	202	249	290	236
gene:AT4G12700	249	266	245	284
gene:AT4G12710	224	264	226	266
gene:AT4G12720	1248	1710	1038	623
gene:AT4G12730	1156	1331	1587	3182
gene:AT4G12731	0	0	0	0
gene:AT4G12735	206	125	120	80
gene:AT4G12740	16	18	16	20
gene:AT4G12750	318	450	337	425
gene:AT4G12760	158	167	143	217
gene:AT4G12770	543	656	624	773
gene:AT4G12780	748	939	864	1062
gene:AT4G12790	440	514	487	537
gene:AT4G12800	14414	16646	16026	15898
gene:AT4G12810	0	0	0	0
gene:AT4G12820	2	0	0	0
gene:AT4G12825	0	0	0	0
gene:AT4G12830	742	983	598	627
gene:AT4G12840	40	59	39	64
gene:AT4G12850	26	35	43	39
gene:AT4G12860	0	0	0	0
gene:AT4G12870	8	8	18	14
gene:AT4G12880	440	546	443	620
gene:AT4G12890	5	2	2	1
gene:AT4G12900	103	123	96	106
gene:AT4G12910	278	393	298	331
gene:AT4G12920	0	0	0	0
gene:AT4G12930	0	7	0	0
gene:AT4G12940	0	0	0	0
gene:AT4G12950	0	0	0	0
gene:AT4G12960	0	0	0	0
gene:AT4G12970	201	238	220	261
gene:AT4G12980	331	380	327	235
gene:AT4G12990	78	103	85	84
gene:AT4G13000	14	20	16	29
gene:AT4G13010	665	884	697	614
gene:AT4G13020	620	749	555	680
gene:AT4G13030	204	236	175	273
gene:AT4G13040	144	222	169	250
gene:AT4G13050	390	431	368	463
gene:AT4G13060	0	0	0	0
gene:AT4G13070	70	80	75	101
gene:AT4G13075	0	0	0	0
gene:AT4G13080	0	0	0	0
gene:AT4G13090	0	0	0	0
gene:AT4G13095	0	0	0	0
gene:AT4G13100	214	277	166	159
gene:AT4G13110	169	188	174	198
gene:AT4G13130	14	30	26	24
gene:AT4G13150	290	363	292	372
gene:AT4G13160	0	0	0	0
gene:AT4G13170	716	797	632	804
gene:AT4G13180	540	672	654	623
gene:AT4G13190	13	20	22	30
gene:AT4G13195	42	54	63	59
gene:AT4G13200	543	695	537	715
gene:AT4G13210	19	31	20	29
gene:AT4G13220	252	342	251	271
gene:AT4G13230	0	0	0	6
gene:AT4G13235	43	76	27	65
gene:AT4G13240	0	2	0	0
gene:AT4G13250	5435	5949	4678	4200
gene:AT4G13266	0	0	0	0
gene:AT4G13261	0	0	0	0
gene:AT4G13263	0	0	0	0
gene:AT4G13260	14	21	18	14
gene:AT4G13270	431	404	454	544
gene:AT4G13280	171	152	108	170
gene:AT4G13290	177	147	82	141
gene:AT4G13300	7	4	6	1
gene:AT4G13310	26	13	20	58
gene:AT4G13330	59	96	109	182
gene:AT4G13320	0	0	0	0
gene:AT4G13340	4741	6907	10207	14817
gene:AT4G13345	154	206	162	213
