Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT2G04465	0	1	0	2
gene:AT2G04485	0	0	0	0
gene:AT2G04505	0	0	0	0
gene:AT2G03445	0	0	0	0
gene:AT2G04525	4	3	0	6
gene:AT2G03490	0	0	0	0
gene:AT2G04535	39	48	38	31
gene:AT2G03660	0	0	0	0
gene:AT2G04545	4	4	6	8
gene:AT2G04555	14	18	14	17
gene:AT2G03700	0	0	0	0
gene:AT2G04565	0	0	0	0
gene:AT2G04575	0	0	0	0
gene:AT2G03790	0	0	0	0
gene:AT2G04595	0	0	0	0
gene:AT2G04605	0	0	0	0
gene:AT2G04615	0	0	0	0
gene:AT2G04635	0	0	0	0
gene:AT2G04645	0	0	0	0
gene:AT2G04655	0	0	2	1
gene:AT2G04665	0	0	0	0
gene:AT2G04685	0	0	0	0
gene:AT2G04695	0	0	0	0
gene:AT2G04705	0	0	0	0
gene:AT2G04715	0	2	0	0
gene:AT2G04725	70	58	37	74
gene:AT2G04735	0	0	0	0
gene:AT2G04745	0	0	0	0
gene:AT2G04755	1120	1160	1233	1467
gene:AT2G04765	0	0	0	0
gene:AT2G04775	0	0	1	0
gene:AT2G04785	0	0	0	0
gene:AT2G04805	12	14	5	12
gene:AT2G04815	0	0	0	0
gene:AT2G04852	100	69	93	94
gene:AT2G04835	0	0	0	0
gene:AT2G04825	0	0	0	0
gene:AT2G04855	0	0	0	0
gene:AT2G04875	0	0	0	0
gene:AT2G04885	0	0	2	0
gene:AT2G04895	0	0	0	0
gene:AT2G04905	0	0	0	0
gene:AT2G05518	22	42	27	43
gene:AT2G04915	0	0	0	0
gene:AT2G04935	0	0	0	0
gene:AT2G04945	0	0	0	0
gene:AT2G05765	21	18	18	17
gene:AT2G04955	47	31	28	43
gene:AT2G04965	25	15	18	15
gene:AT2G04975	0	0	0	0
gene:AT2G04985	0	0	0	0
gene:AT2G04995	0	0	0	0
gene:AT2G05005	0	0	0	0
gene:AT2G05812	329	374	435	532
gene:AT2G05914	2	2	2	4
gene:AT2G05995	14	10	2	4
gene:AT2G06002	22	24	27	33
gene:AT2G06562	0	2	0	0
gene:AT2G05015	0	0	0	0
gene:AT2G05035	0	0	0	0
gene:AT2G05045	0	1	0	0
gene:AT2G05065	0	0	0	0
gene:AT2G07042	72	110	86	41
gene:AT2G05075	44	53	50	55
gene:AT2G05085	0	0	0	0
gene:AT2G05095	0	0	2	2
gene:AT2G05125	0	0	0	0
gene:AT2G07213	8	1	0	1
gene:AT2G05145	0	0	2	0
gene:AT2G07743	0	0	0	0
gene:AT2G05155	0	4	0	0
gene:AT2G07745	0	0	0	0
gene:AT2G07746	0	1	0	1
gene:AT2G07748	0	0	0	1
gene:AT2G07752	0	0	0	0
gene:AT2G07753	0	0	0	0
gene:AT2G07754	4	4	5	10
gene:AT2G07755	0	0	0	0
gene:AT2G07792	5	4	1	4
gene:AT2G05215	0	0	0	0
gene:AT2G05205	0	0	0	0
gene:AT2G05245	0	0	0	0
gene:AT2G05255	2	0	2	3
gene:AT2G07793	0	0	0	0
gene:AT2G07794	1	1	0	0
gene:AT2G05315	1	5	4	2
gene:AT2G07756	0	0	0	2
gene:AT2G07757	0	0	0	0
gene:AT2G07758	1	2	2	2
gene:AT2G05355	1	0	0	0
gene:AT2G05365	3	2	4	12
gene:AT2G07759	3	2	3	2
gene:AT2G07761	0	2	1	1
gene:AT2G07762	1	1	0	1
gene:AT2G07763	0	4	1	1
gene:AT2G07764	2	1	1	0
gene:AT2G07765	6	4	6	2
gene:AT2G07766	1	1	0	0
gene:AT2G05395	0	0	0	0
gene:AT2G05405	5	8	5	6
gene:AT2G05415	0	0	0	0
gene:AT2G05425	0	0	0	0
gene:AT2G05445	0	0	0	0
gene:AT2G09795	122	171	201	156
gene:AT2G05455	0	0	0	0
gene:AT2G05465	0	0	0	0
gene:AT2G05485	0	0	0	0
gene:AT2G05495	0	0	1	0
gene:AT2G05505	0	0	0	0
gene:AT2G05515	0	0	0	0
gene:AT2G05525	0	0	0	0
gene:AT2G05535	0	0	0	0
gene:AT2G05545	0	0	0	0
gene:AT2G10537	0	0	0	0
gene:AT2G10606	0	3	4	1
gene:AT2G05555	0	0	0	0
gene:AT2G05565	0	0	0	0
gene:AT2G05575	0	0	0	0
gene:AT2G05585	0	0	0	0
gene:AT2G10921	2	0	0	0
gene:AT2G05605	0	0	0	0
gene:AT2G05615	0	0	0	0
gene:AT2G11852	0	0	0	0
gene:AT2G05625	0	0	0	0
gene:AT2G05665	16	12	8	2
gene:AT2G05675	0	0	0	0
gene:AT2G05685	0	0	0	0
gene:AT2G05695	0	0	0	0
gene:AT2G05705	0	0	2	0
gene:AT2G05725	0	0	0	0
gene:AT2G05785	0	0	0	0
gene:AT2G05815	1	0	3	1
gene:AT2G05825	2	4	6	4
gene:AT2G05835	0	0	0	0
gene:AT2G05855	0	0	0	0
gene:AT2G05865	0	0	0	0
gene:AT2G05875	4	12	5	6
gene:AT2G05885	0	0	0	0
gene:AT2G05895	16	16	19	25
gene:AT2G05905	0	0	0	0
gene:AT2G05925	0	0	0	0
gene:AT2G05945	0	0	0	0
gene:AT2G05965	0	0	1	0
gene:AT2G05975	0	0	0	0
gene:AT2G06035	0	0	0	0
gene:AT2G13665	106	144	136	147
gene:AT2G06065	0	0	0	0
gene:AT2G06075	0	0	0	0
gene:AT2G14115	41	36	44	36
gene:AT2G06085	0	0	0	0
gene:AT2G06135	0	0	0	0
gene:AT2G06115	0	0	0	0
gene:AT2G06145	0	0	0	0
gene:AT2G06175	0	0	0	0
gene:AT2G06185	0	0	0	3
gene:AT2G06215	14	19	9	15
gene:AT2G06225	0	0	2	0
gene:AT2G06275	0	0	0	0
gene:AT2G14878	697	695	823	852
gene:AT2G06305	0	0	0	0
gene:AT2G06315	0	0	0	0
gene:AT2G06345	0	0	1	5
gene:AT2G06355	13	12	4	14
gene:AT2G06365	0	0	0	0
gene:AT2G15128	40	43	47	43
gene:AT2G06375	0	0	0	0
gene:AT2G06385	0	0	2	0
gene:AT2G15292	378	394	376	476
gene:AT2G06395	0	0	0	0
gene:AT2G06405	0	2	0	0
gene:AT2G06415	0	0	0	0
gene:AT2G06435	0	0	0	2
gene:AT2G06445	0	0	0	0
gene:AT2G06455	0	0	0	0
gene:AT2G15555	4	0	0	0
gene:AT2G06465	460	504	417	411
gene:AT2G06475	0	0	0	0
gene:AT2G06485	0	0	0	0
gene:AT2G06495	0	0	0	0
gene:AT2G06505	0	0	0	0
gene:AT2G06515	0	0	0	0
gene:AT2G06525	2	11	4	5
gene:AT2G15950	0	0	0	0
gene:AT2G06535	0	0	0	0
gene:AT2G06575	0	0	0	0
gene:AT2G16145	0	0	0	0
gene:AT2G06585	0	0	0	0
gene:AT2G16240	0	0	0	0
gene:AT2G16245	94	110	103	129
gene:AT2G06595	0	0	0	0
gene:AT2G06605	2	0	2	0
gene:AT2G06615	10	23	21	11
gene:AT2G06625	1	4	2	1
gene:AT2G06635	0	0	0	0
gene:AT2G06655	1	0	0	2
gene:AT2G06665	0	0	0	0
gene:AT2G06685	0	0	0	0
gene:AT2G06695	0	0	0	0
gene:AT2G06705	0	0	0	0
gene:AT2G06725	0	0	0	0
gene:AT2G06745	0	0	0	0
gene:AT2G06755	0	0	0	0
gene:AT2G06765	0	0	5	1
gene:AT2G06785	0	0	0	0
gene:AT2G06795	0	1	0	1
gene:AT2G06805	0	1	0	0
gene:AT2G06815	0	0	0	0
gene:AT2G06835	1	2	0	5
gene:AT2G06855	0	0	0	0
gene:AT2G06865	0	0	1	2
gene:AT2G17295	0	0	1	0
gene:AT2G06905	8	14	4	1
gene:AT2G06935	3	3	11	0
gene:AT2G06945	0	0	0	0
gene:AT2G06955	0	0	0	0
gene:AT2G06975	0	0	1	0
gene:AT2G06995	0	0	10	2
gene:AT2G07005	0	0	0	0
gene:AT2G17810	0	0	0	0
gene:AT2G07015	253	296	258	316
gene:AT2G07025	0	0	2	0
gene:AT2G07035	0	0	0	0
gene:AT2G07045	0	0	0	0
gene:AT2G07055	1	0	0	1
gene:AT2G18310	0	0	0	0
gene:AT2G18440	2164	2781	2563	3562
gene:AT2G07085	0	0	0	0
gene:AT2G18735	100	100	125	123
gene:AT2G18917	59	100	89	78
gene:AT2G07095	2	0	0	0
gene:AT2G07115	0	0	0	0
gene:AT2G07135	0	0	0	0
gene:AT2G07165	0	0	0	0
gene:AT2G07175	118	125	136	170
gene:AT2G07195	0	1	0	0
gene:AT2G19425	0	0	0	0
gene:AT2G07205	0	0	0	0
gene:AT2G07225	0	0	0	0
gene:AT2G07235	0	0	0	0
gene:AT2G19572	452	488	456	545
gene:AT2G19582	65	54	59	93
gene:AT2G07245	0	4	4	0
gene:AT2G19796	0	0	0	0
gene:AT2G07255	2	0	0	0
gene:AT2G07265	0	0	0	2
gene:AT2G07275	49	79	53	67
gene:AT2G07285	0	0	0	1
gene:AT2G07295	0	0	0	0
gene:AT2G07305	112	122	84	112
gene:AT2G07315	0	0	0	0
gene:AT2G07325	36	49	35	57
gene:AT2G07335	35	40	46	67
gene:AT2G20721	17	17	17	19
gene:AT2G20722	11	8	3	14
gene:AT2G20723	9	8	8	11
gene:AT2G07345	363	422	352	446
gene:AT2G07355	0	0	0	1
gene:AT2G21187	132	163	103	142
gene:AT2G21188	20	56	25	21
gene:AT2G07375	0	0	0	0
gene:AT2G07385	0	0	0	0
gene:AT2G07405	0	0	0	0
gene:AT2G21360	0	0	0	0
gene:AT2G07415	0	0	0	0
gene:AT2G07425	0	0	0	4
gene:AT2G21570	0	0	0	0
gene:AT2G07435	0	4	1	5
gene:AT2G07445	0	0	0	0
gene:AT2G21670	0	0	0	0
gene:AT2G21700	0	0	0	0
gene:AT2G07475	527	717	722	786
gene:AT2G07485	6	10	10	7
gene:AT2G07495	70	108	72	85
gene:AT2G07515	194	242	200	236
gene:AT2G22110	0	0	0	0
gene:AT2G07525	0	0	0	0
gene:AT2G07535	0	0	0	0
gene:AT2G07545	0	0	0	0
gene:AT2G22220	1	0	0	0
gene:AT2G22280	0	0	0	0
gene:AT2G07555	0	0	0	0
gene:AT2G07575	0	0	2	0
gene:AT2G22380	0	0	0	0
gene:AT2G07585	14	2	9	9
gene:AT2G22482	0	0	0	0
gene:AT2G07595	0	0	0	0
gene:AT2G07605	0	2	0	4
gene:AT2G07615	0	3	0	0
gene:AT2G22496	0	3	0	0
gene:AT2G22580	0	0	0	0
gene:AT2G07645	0	0	0	0
gene:AT2G07805	21	26	20	27
gene:AT2G07840	0	0	0	0
gene:AT2G22668	0	1	0	0
gene:AT2G07845	154	197	226	158
gene:AT2G22821	14	12	12	16
gene:AT2G07850	64	64	72	53
gene:AT2G22955	2	8	1	4
gene:AT2G07855	0	0	0	0
gene:AT2G23020	0	0	0	0
gene:AT2G23040	32	28	53	33
gene:AT2G07860	0	0	0	0
gene:AT2G07865	0	0	0	0
gene:AT2G07870	0	0	0	0
gene:AT2G07875	142	166	182	207
gene:AT2G07885	0	0	0	0
gene:AT2G07890	0	0	0	0
gene:AT2G07895	0	0	0	0
gene:AT2G07900	0	0	0	0
gene:AT2G23347	2	4	1	2
gene:AT2G07905	0	0	0	0
gene:AT2G07915	0	0	0	0
gene:AT2G07910	0	0	0	0
gene:AT2G07925	0	0	0	0
gene:AT2G07935	0	0	0	0
gene:AT2G07940	0	0	0	0
gene:AT2G23650	0	0	0	0
gene:AT2G23672	995	1091	809	960
gene:AT2G07945	0	0	0	0
gene:AT2G07950	116	130	112	135
gene:AT2G07960	0	0	1	0
gene:AT2G07965	1	1	3	0
gene:AT2G24103	0	0	0	0
gene:AT2G07970	0	0	0	0
gene:AT2G07975	0	0	0	0
gene:AT2G07985	0	0	0	0
gene:AT2G07990	0	0	0	0
gene:AT2G07995	0	0	0	0
gene:AT2G08000	4	20	6	6
gene:AT2G08005	0	0	0	0
gene:AT2G08010	0	0	0	0
gene:AT2G08015	0	0	0	0
gene:AT2G08020	8	10	2	10
gene:AT2G08025	40	66	42	64
gene:AT2G24380	0	0	0	0
gene:AT2G08030	0	0	0	0
gene:AT2G08035	0	0	0	0
gene:AT2G08040	0	0	0	0
gene:AT2G08045	0	0	0	0
gene:AT2G08050	0	0	0	0
gene:AT2G08055	0	0	0	0
gene:AT2G24545	135	132	59	72
gene:AT2G24592	122	137	102	151
gene:AT2G24735	2	2	0	0
gene:AT2G24755	312	345	387	289
gene:AT2G08060	629	709	613	532
gene:AT2G08075	0	0	0	0
gene:AT2G08070	0	0	0	0
gene:AT2G25011	0	0	0	0
gene:AT2G08085	0	0	0	0
gene:AT2G08090	0	0	0	0
gene:AT2G08095	2	2	2	0
gene:AT2G08100	5	6	4	12
gene:AT2G25095	1	7	4	2
gene:AT2G08105	0	0	0	0
gene:AT2G08110	0	0	0	0
gene:AT2G08115	0	0	0	0
gene:AT2G25171	0	0	0	0
gene:AT2G08120	2	0	2	0
gene:AT2G08125	0	0	0	0
gene:AT2G08130	78	108	62	112
gene:AT2G25400	0	0	0	0
gene:AT2G08135	27	32	25	27
gene:AT2G26090	0	0	0	0
gene:AT2G26211	1	1	3	2
gene:AT2G26355	382	392	433	434
gene:AT2G26692	70	83	61	62
gene:AT2G08150	0	0	0	0
gene:AT2G08155	0	0	0	0
gene:AT2G08160	0	0	0	0
gene:AT2G08165	0	0	0	0
gene:AT2G08175	0	0	0	0
gene:AT2G08180	0	2	2	2
gene:AT2G26882	0	0	0	0
gene:AT2G08190	0	0	0	0
gene:AT2G08195	0	0	0	0
gene:AT2G08200	0	0	0	0
gene:AT2G27400	85	126	114	173
gene:AT2G08205	3	6	8	14
gene:AT2G27560	0	0	0	0
gene:AT2G08210	0	0	0	0
gene:AT2G27850	0	0	0	0
gene:AT2G08215	0	0	0	0
gene:AT2G28056	0	0	0	0
gene:AT2G08220	76	75	70	116
gene:AT2G08230	0	0	0	0
gene:AT2G08235	28	25	45	40
gene:AT2G08240	0	0	0	0
gene:AT2G08245	0	0	0	0
gene:AT2G08250	0	0	0	0
gene:AT2G08255	0	0	0	0
gene:AT2G08260	0	0	0	0
gene:AT2G08265	0	0	0	0
gene:AT2G08270	0	0	0	0
gene:AT2G08275	0	0	0	0
gene:AT2G08280	0	0	0	0
gene:AT2G08285	0	0	0	0
gene:AT2G08290	0	0	0	0
gene:AT2G28730	0	0	0	0
gene:AT2G28770	0	0	0	0
gene:AT2G08295	0	2	0	0
gene:AT2G08300	0	0	0	0
gene:AT2G08305	0	0	0	0
gene:AT2G08310	1	2	2	0
gene:AT2G29030	0	0	0	0
gene:AT2G08315	0	0	0	0
gene:AT2G08320	0	0	0	0
gene:AT2G08330	247	247	237	254
gene:AT2G08335	32	26	30	36
gene:AT2G08340	646	668	492	375
gene:AT2G29520	2	0	0	0
gene:AT2G08345	91	96	85	132
gene:AT2G08350	53	47	39	63
gene:AT2G08355	0	0	0	0
gene:AT2G08360	0	0	0	1
gene:AT2G30115	0	0	0	3
gene:AT2G08365	0	1	0	0
gene:AT2G30180	0	0	0	0
gene:AT2G08370	0	0	0	0
gene:AT2G30190	1	0	0	0
gene:AT2G08375	1	0	0	0
gene:AT2G30362	502	578	608	412
gene:AT2G08380	0	0	0	1
gene:AT2G08385	2	1	0	0
gene:AT2G08390	0	0	0	0
gene:AT2G30450	0	0	0	0
gene:AT2G08395	0	0	0	0
gene:AT2G08400	0	0	0	0
gene:AT2G08405	25	35	5	2
gene:AT2G08410	0	0	0	0
gene:AT2G30850	0	2	0	0
gene:AT2G08415	0	0	0	0
gene:AT2G30945	33	57	32	37
gene:AT2G08420	1947	2244	2042	2095
gene:AT2G08425	53	71	78	69
gene:AT2G30984	0	0	2	0
gene:AT2G08430	0	0	0	0
gene:AT2G08435	303	399	302	501
gene:AT2G08440	89	119	75	75
gene:AT2G31585	214	250	185	292
gene:AT2G31751	955	930	704	707
gene:AT2G08445	4	4	6	6
gene:AT2G08450	2	10	5	8
gene:AT2G08460	0	0	0	0
gene:AT2G08455	0	1	1	0
gene:AT2G08465	0	0	0	0
gene:AT2G08470	237	320	219	214
gene:AT2G08475	150	198	168	189
gene:AT2G08480	266	317	208	308
gene:AT2G31902	211	247	130	247
gene:AT2G08485	1	1	1	4
gene:AT2G08490	0	0	0	1
gene:AT2G08495	0	0	0	0
gene:AT2G08500	43	46	41	30
gene:AT2G32110	0	0	0	0
gene:AT2G32179	404	464	449	477
gene:AT2G08505	0	0	0	0
gene:AT2G08510	0	0	0	0
gene:AT2G08515	0	0	0	0
gene:AT2G32273	0	0	0	0
gene:AT2G32315	0	1	0	0
gene:AT2G08520	2	1	1	0
gene:AT2G08525	423	428	322	459
gene:AT2G08530	5	4	1	8
gene:AT2G08535	5	0	3	0
gene:AT2G32698	0	0	0	0
gene:AT2G08540	0	0	0	0
gene:AT2G32795	35	27	42	65
gene:AT2G08545	0	1	0	0
gene:AT2G08550	0	0	0	0
gene:AT2G33051	265	297	286	422
gene:AT2G33140	1	0	0	0
gene:AT2G08555	16	13	8	9
gene:AT2G08560	3	2	0	4
gene:AT2G08565	0	0	0	0
gene:AT2G08570	11	21	15	14
gene:AT2G08575	20	35	32	29
gene:AT2G08580	1	0	1	8
gene:AT2G08585	3	0	5	5
gene:AT2G08590	0	0	0	0
gene:AT2G08595	16	15	25	33
gene:AT2G33650	0	0	0	0
gene:AT2G33660	0	2	0	0
gene:AT2G08610	14	7	11	19
gene:AT2G08620	0	0	0	0
gene:AT2G08625	0	0	0	0
gene:AT2G08630	2	0	0	0
gene:AT2G33815	196	202	151	273
gene:AT2G08635	127	147	144	145
gene:AT2G08640	0	0	0	1
gene:AT2G08645	0	0	0	0
gene:AT2G33890	0	0	0	0
gene:AT2G33900	0	0	0	2
gene:AT2G33910	1	1	0	0
gene:AT2G33920	2	0	0	0
gene:AT2G33930	0	1	0	0
gene:AT2G33940	0	1	0	0
gene:AT2G33950	0	0	0	0
gene:AT2G33960	0	0	0	0
gene:AT2G33970	0	0	0	0
gene:AT2G08650	73	48	72	53
gene:AT2G08655	18	24	27	28
gene:AT2G34202	0	2	4	2
gene:AT2G34204	0	0	0	0
gene:AT2G34208	0	0	0	0
gene:AT2G08660	29	18	15	35
gene:AT2G08665	19584	20351	22583	13710
gene:AT2G08670	0	0	0	0
gene:AT2G08675	0	0	0	0
gene:AT2G08680	140	155	162	370
gene:AT2G08685	66	55	73	78
gene:AT2G08690	2	5	2	0
gene:AT2G08695	25	16	9	23
gene:AT2G08700	0	4	3	0
gene:AT2G08705	1	3	0	0
gene:AT2G34950	0	0	0	0
gene:AT2G34985	0	0	0	0
gene:AT2G08710	0	0	0	0
gene:AT2G08715	0	0	0	0
gene:AT2G08720	0	0	0	0
gene:AT2G35220	0	0	0	0
gene:AT2G35382	0	0	0	1
gene:AT2G35384	0	0	0	0
gene:AT2G35387	0	0	1	0
gene:AT2G08725	0	0	1	1
gene:AT2G08730	87	70	57	35
gene:AT2G08735	2	6	0	0
gene:AT2G35637	49	77	67	30
gene:AT2G08740	54	59	50	68
gene:AT2G08745	1	5	1	4
gene:AT2G08750	497	658	502	514
gene:AT2G35738	47	63	62	87
gene:AT2G35742	1	1	2	0
gene:AT2G08755	0	3	2	1
gene:AT2G08760	9	8	4	14
gene:AT2G08765	43	42	32	45
gene:AT2G35744	38	36	41	35
gene:AT2G35747	33	61	21	34
gene:AT2G08770	73	74	78	44
gene:AT2G35859	362	485	340	462
gene:AT2G08775	1	2	0	0
gene:AT2G35945	495	763	518	709
gene:AT2G36140	0	0	0	0
gene:AT2G36150	0	0	1	0
gene:AT2G08780	310	356	431	236
gene:AT2G36280	0	0	0	0
gene:AT2G36307	30	58	34	32
gene:AT2G08790	0	0	0	0
gene:AT2G08795	7	4	7	17
gene:AT2G08800	2	0	0	0
gene:AT2G36510	0	0	0	0
gene:AT2G36520	0	0	0	0
gene:AT2G08805	3	0	0	0
gene:AT2G36600	0	0	0	0
gene:AT2G08815	6	10	3	8
gene:AT2G08820	0	6	1	0
gene:AT2G08825	0	0	0	0
gene:AT2G36792	1020	1098	502	331
gene:AT2G08830	0	0	1	0
gene:AT2G08835	0	0	0	0
gene:AT2G36860	0	0	0	0
gene:AT2G08845	0	0	0	0
gene:AT2G08850	0	2	0	0
gene:AT2G08855	2	0	2	0
gene:AT2G08860	15	6	7	8
gene:AT2G08865	207	206	177	196
gene:AT2G37362	275	351	253	372
gene:AT2G08870	0	0	0	0
gene:AT2G08875	0	0	0	0
gene:AT2G08880	0	0	0	0
gene:AT2G37555	372	437	392	578
gene:AT2G08885	0	0	0	0
gene:AT2G08890	0	0	0	0
gene:AT2G08895	6	4	0	0
gene:AT2G08900	0	2	0	0
gene:AT2G08905	0	3	1	1
gene:AT2G08910	1	1	4	1
gene:AT2G08915	564	739	497	358
gene:AT2G38030	0	0	0	0
gene:AT2G08920	0	0	0	0
gene:AT2G08925	0	0	0	0
gene:AT2G08930	0	0	0	4
gene:AT2G08935	0	0	0	0
gene:AT2G08940	0	0	0	0
gene:AT2G08945	0	0	0	0
gene:AT2G08950	0	1	0	0
gene:AT2G38325	0	0	0	0
gene:AT2G08955	0	0	0	1
gene:AT2G08960	1	3	1	4
gene:AT2G08965	99	142	30	13
gene:AT2G08970	0	0	0	0
gene:AT2G08975	0	0	0	0
gene:AT2G08980	0	0	0	0
gene:AT2G08985	0	0	0	0
gene:AT2G08990	0	0	0	0
gene:AT2G08995	0	0	0	0
gene:AT2G09000	2	3	5	4
gene:AT2G09005	0	0	0	0
gene:AT2G09010	0	0	0	0
gene:AT2G39175	1	0	0	0
gene:AT2G09015	0	0	0	0
gene:AT2G09020	0	0	0	0
gene:AT2G09025	15	24	20	19
gene:AT2G09035	0	0	0	0
gene:AT2G09040	0	0	0	0
gene:AT2G09045	22	16	13	13
gene:AT2G09050	0	0	0	0
gene:AT2G09055	4	5	9	2
gene:AT2G39600	0	0	0	0
gene:AT2G39610	0	0	0	0
gene:AT2G39675	91	128	111	148
gene:AT2G39681	198	248	233	352
gene:AT2G09060	0	0	0	0
gene:AT2G09065	0	0	0	0
gene:AT2G09070	0	0	0	0
gene:AT2G09075	0	0	0	0
gene:AT2G09080	0	0	0	0
gene:AT2G39860	0	0	0	0
gene:AT2G39885	0	0	0	0
gene:AT2G09085	0	0	1	0
gene:AT2G09090	310	334	292	278
gene:AT2G09095	0	0	0	0
gene:AT2G09100	0	0	0	0
gene:AT2G09105	1	0	0	0
gene:AT2G40008	99	102	82	110
gene:AT2G09110	0	0	0	0
gene:AT2G09115	0	0	0	0
gene:AT2G09120	0	0	0	0
gene:AT2G09125	0	0	0	0
gene:AT2G09130	0	0	0	0
gene:AT2G09135	0	0	0	0
gene:AT2G09140	0	0	0	0
gene:AT2G09150	2	1	0	0
gene:AT2G09155	0	0	1	0
gene:AT2G09160	0	0	0	0
gene:AT2G09165	13	19	31	29
gene:AT2G09170	1	8	9	12
gene:AT2G09175	1	10	10	14
gene:AT2G09180	0	0	0	0
gene:AT2G09185	0	0	0	0
gene:AT2G09190	109	153	114	148
gene:AT2G40805	0	0	0	0
gene:AT2G09195	2	0	0	0
gene:AT2G09200	106	114	152	145
gene:AT2G09205	31	23	8	23
gene:AT2G09210	0	0	0	0
gene:AT2G09215	26	30	28	49
gene:AT2G09220	0	0	0	0
gene:AT2G09225	298	408	348	481
gene:AT2G09230	61	80	49	47
gene:AT2G09235	0	0	0	0
gene:AT2G41178	147	131	120	242
gene:AT2G09240	0	0	0	0
gene:AT2G09245	0	0	0	0
gene:AT2G09250	38	36	44	50
gene:AT2G41312	24	3	16	44
gene:AT2G09255	0	0	0	0
gene:AT2G09260	0	0	0	0
gene:AT2G09265	0	2	0	2
gene:AT2G09270	0	0	0	0
gene:AT2G09280	0	2	0	0
gene:AT2G41616	0	0	0	0
gene:AT2G09285	0	0	0	0
gene:AT2G09290	0	0	0	0
gene:AT2G09295	0	0	0	4
gene:AT2G09300	19	20	8	9
gene:AT2G09305	89	90	124	139
gene:AT2G09310	68	59	90	94
gene:AT2G09315	0	0	0	0
gene:AT2G09320	1	0	0	0
gene:AT2G09325	103	86	98	101
gene:AT2G42020	0	0	0	0
gene:AT2G09330	0	0	0	0
gene:AT2G09335	7	7	14	9
gene:AT2G09340	15	10	20	20
gene:AT2G09345	2	8	4	1
gene:AT2G42247	82	83	63	104
gene:AT2G09350	165	148	137	171
gene:AT2G09355	0	0	0	0
gene:AT2G09360	0	0	0	0
gene:AT2G09365	0	0	0	0
gene:AT2G09370	33	28	23	24
gene:AT2G42365	78	120	105	137
gene:AT2G42388	1	0	2	0
gene:AT2G09375	0	0	0	0
gene:AT2G42420	0	0	0	0
gene:AT2G42425	0	0	0	0
gene:AT2G42485	68	51	58	58
gene:AT2G09380	0	0	0	0
gene:AT2G09385	0	0	0	0
gene:AT2G09390	0	0	0	0
gene:AT2G09395	166	209	191	193
gene:AT2G09400	38	39	53	50
gene:AT2G42835	0	0	0	3
gene:AT2G09405	0	0	0	0
gene:AT2G42970	0	0	0	0
gene:AT2G09410	0	0	0	0
gene:AT2G43137	1	0	0	0
gene:AT2G43138	0	0	3	0
gene:AT2G43139	0	1	0	0
gene:AT2G43141	0	0	0	1
gene:AT2G09415	0	0	0	0
gene:AT2G09420	1	0	4	6
gene:AT2G09425	8	2	3	1
gene:AT2G09430	79	96	98	88
gene:AT2G43300	0	0	0	0
gene:AT2G09435	20	7	12	18
gene:AT2G09440	9	25	20	10
gene:AT2G09445	0	0	0	0
gene:AT2G09450	0	0	0	0
gene:AT2G09455	26	37	32	38
gene:AT2G43375	40	46	51	60
gene:AT2G09460	0	0	0	0
gene:AT2G09465	0	0	0	0
gene:AT2G09470	34	38	27	16
gene:AT2G09475	0	0	0	0
gene:AT2G09480	0	0	0	0
gene:AT2G09490	3	1	12	7
gene:AT2G09495	6	4	5	5
gene:AT2G09500	33	43	46	30
gene:AT2G09505	20	17	12	8
gene:AT2G09510	63	89	87	71
gene:AT2G44255	316	341	266	349
gene:AT2G09515	0	0	0	0
gene:AT2G44320	0	0	0	0
gene:AT2G09525	0	0	2	1
gene:AT2G09530	0	0	0	0
gene:AT2G09535	0	0	0	0
gene:AT2G09540	0	0	0	0
gene:AT2G09545	1	0	0	0
gene:AT2G44798	27	57	31	41
gene:AT2G09550	0	0	0	0
gene:AT2G09555	4	5	1	2
gene:AT2G09560	1	6	3	1
gene:AT2G09565	38	61	49	57
gene:AT2G09570	0	0	2	3
gene:AT2G09575	4	0	0	2
gene:AT2G09585	0	0	0	0
gene:AT2G09590	0	0	0	0
gene:AT2G44995	38	29	44	51
gene:AT2G45020	0	0	0	0
gene:AT2G45023	41	47	23	40
gene:AT2G45245	69	97	83	99
gene:AT2G45315	168	269	182	247
gene:AT2G09605	0	4	4	12
gene:AT2G09610	5	2	6	5
gene:AT2G45390	0	0	0	0
gene:AT2G09615	0	0	0	0
gene:AT2G09620	0	0	0	0
gene:AT2G09625	0	0	0	0
gene:AT2G09630	0	0	0	0
gene:AT2G09635	0	0	0	0
gene:AT2G09640	341	395	395	513
gene:AT2G09645	34	32	38	43
gene:AT2G09650	23	23	16	30
gene:AT2G09655	0	0	0	0
gene:AT2G45685	221	262	465	536
gene:AT2G09660	154	173	145	160
gene:AT2G45780	2	4	2	2
gene:AT2G09665	11	14	6	26
gene:AT2G09670	4	0	0	2
gene:AT2G09675	27	38	47	50
gene:AT2G46120	0	0	0	0
gene:AT2G09680	0	0	0	0
gene:AT2G46192	15	11	4	4
gene:AT2G09685	0	0	0	0
gene:AT2G09690	0	0	0	0
gene:AT2G09695	0	0	0	0
gene:AT2G09700	0	0	0	0
gene:AT2G09705	1	3	2	1
gene:AT2G09710	16	25	19	23
gene:AT2G46255	0	0	0	0
gene:AT2G09715	0	0	0	0
gene:AT2G09720	0	0	0	0
